service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
130872_8__271___,0,0,0,0,1,0,1,20241027,20251124
130876_8__271___,0,0,0,0,1,0,1,20241027,20251124
130775_8__271___,1,1,1,1,1,0,0,20241028,20251127
130776_8__271___,1,1,1,1,1,0,0,20241028,20251127
130782_8__271___,1,1,1,1,1,0,0,20241028,20251127
130783_8__271___,1,1,1,1,1,0,0,20241028,20251127
130786_8__271___,0,0,0,0,0,1,0,20241102,20251123
130790_8__271___,0,0,0,0,0,1,0,20241102,20251123
130871_8__272___,0,0,0,0,1,0,1,20241027,20251124
130875_8__272___,0,0,0,0,1,0,1,20241027,20251124
130777_8__272___,1,1,1,1,1,0,0,20241028,20251127
130778_8__272___,1,1,1,1,1,0,0,20241028,20251127
130785_8__272___,0,0,0,0,0,1,0,20241102,20251123
130789_8__272___,0,0,0,0,0,1,0,20241102,20251123
130874_8__275___,0,0,0,0,1,0,1,20241027,20251124
130877_8__275___,0,0,0,0,1,0,1,20241027,20251124
130780_8__275___,1,1,1,1,1,0,0,20241028,20251127
130781_8__275___,1,1,1,1,1,0,0,20241028,20251127
130784_8__275___,1,1,1,1,1,0,0,20241028,20251127
130788_8__275___,0,0,0,0,0,1,0,20241102,20251123
130791_8__275___,0,0,0,0,0,1,0,20241102,20251123
130873_8_N_200___,0,0,0,0,1,0,1,20241027,20251124
130779_8_N_200___,1,1,1,1,1,0,0,20241028,20251127
130787_8_N_200___,0,0,0,0,0,1,0,20241102,20251123
