trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
130872_8__271___-1962246,24:21:00,24:21:00,par_8_18502,18,,,,
130872_8__271___-1962246,24:25:00,24:25:00,par_8_99302,19,,,,
130872_8__271___-1962246,24:27:00,24:27:00,par_8_99304,20,,,,
130872_8__271___-1962246,24:30:00,24:30:00,par_8_20865,21,,,,
130872_8__271___-1962249,00:30:00,00:30:00,par_8_20865,0,,,,
130872_8__271___-1962249,00:32:00,00:32:00,par_8_99303,1,,,,
130872_8__271___-1962249,00:34:00,00:34:00,par_8_99301,2,,,,
130872_8__271___-1962249,00:39:00,00:39:00,par_8_18501,3,,,,
130872_8__271___-1962249,00:42:00,00:42:00,par_8_09665,4,,,,
130872_8__271___-1962249,00:57:00,00:57:00,par_8_09528,5,,,,
130872_8__271___-1962249,01:01:00,01:01:00,par_8_12544,6,,,,
130872_8__271___-1962249,01:02:00,01:02:00,par_8_12543,7,,,,
130872_8__271___-1962249,01:05:00,01:05:00,par_8_20172,8,,,,
130872_8__271___-1962249,01:06:00,01:06:00,par_8_12540,9,,,,
130872_8__271___-1962249,01:07:00,01:07:00,par_8_12538,10,,,,
130872_8__271___-1962249,01:08:00,01:08:00,par_8_12536,11,,,,
130872_8__271___-1962249,01:09:00,01:09:00,par_8_12534,12,,,,
130872_8__271___-1962249,01:11:00,01:11:00,par_8_17764,13,,,,
130872_8__271___-1962249,01:12:00,01:12:00,par_8_15163,14,,,,
130872_8__271___-1962249,01:15:00,01:15:00,par_8_15161,15,,,,
130872_8__271___-1962249,01:16:00,01:16:00,par_8_17767,16,,,,
130872_8__271___-1962249,01:18:00,01:18:00,par_8_15366,17,,,,
130872_8__271___-1962249,01:20:00,01:20:00,par_8_12040,18,,,,
130872_8__271___-1962249,01:21:00,01:21:00,par_8_08999,19,,,,
130872_8__271___-1962249,01:27:00,01:27:00,par_8_12416,20,,,,
130872_8__271___-1962249,01:29:00,01:29:00,par_8_06976,21,,,,
130872_8__271___-1962249,01:31:00,01:31:00,par_8_20659,22,,,,
130872_8__271___-1962249,01:35:00,01:35:00,par_8_20399,23,,,,
130876_8__271___-1962250,08:15:00,08:15:00,par_8_07026,0,,,,
130876_8__271___-1962250,08:18:00,08:18:00,par_8_09465,1,,,,
130876_8__271___-1962250,08:19:00,08:19:00,par_8_07219,2,,,,
130876_8__271___-1962250,08:21:00,08:21:00,par_8_12415,3,,,,
130876_8__271___-1962250,08:28:00,08:28:00,par_8_08996,4,,,,
130876_8__271___-1962250,08:29:00,08:29:00,par_8_15367,5,,,,
130876_8__271___-1962250,08:33:00,08:33:00,par_8_15162,6,,,,
130876_8__271___-1962250,08:36:00,08:36:00,par_8_09444,7,,,,
130876_8__271___-1962250,08:39:00,08:39:00,par_8_17751,8,,,,
130876_8__271___-1962250,08:39:00,08:39:00,par_8_17753,9,,,,
130876_8__271___-1962250,08:40:00,08:40:00,par_8_17758,10,,,,
130876_8__271___-1962250,08:41:00,08:41:00,par_8_17759,11,,,,
130876_8__271___-1962250,08:41:00,08:41:00,par_8_18456,12,,,,
130876_8__271___-1962250,08:46:00,08:46:00,par_8_07311,13,,,,
130876_8__271___-1962250,09:00:00,09:00:00,par_8_09665,14,,,,
130876_8__271___-1962255,09:00:01,09:00:01,par_8_09665,0,,,,
130876_8__271___-1962255,09:10:00,09:10:00,par_8_09528,1,,,,
130876_8__271___-1962255,09:13:00,09:13:00,par_8_18457,2,,,,
130876_8__271___-1962255,09:14:00,09:14:00,par_8_17760,3,,,,
130876_8__271___-1962255,09:14:00,09:14:00,par_8_17757,4,,,,
130876_8__271___-1962255,09:15:00,09:15:00,par_8_17754,5,,,,
130876_8__271___-1962255,09:15:00,09:15:00,par_8_17752,6,,,,
130876_8__271___-1962255,09:18:00,09:18:00,par_8_08994,7,,,,
130876_8__271___-1962255,09:20:00,09:20:00,par_8_15161,8,,,,
130876_8__271___-1962255,09:21:00,09:21:00,par_8_17767,9,,,,
130876_8__271___-1962255,09:23:00,09:23:00,par_8_15366,10,,,,
130876_8__271___-1962255,09:24:00,09:24:00,par_8_12040,11,,,,
130876_8__271___-1962255,09:25:00,09:25:00,par_8_08999,12,,,,
130876_8__271___-1962255,09:29:00,09:29:00,par_8_12416,13,,,,
130876_8__271___-1962255,09:30:00,09:30:00,par_8_06976,14,,,,
130876_8__271___-1962255,09:32:00,09:32:00,par_8_20659,15,,,,
130876_8__271___-1962255,09:35:01,09:35:01,par_8_20399,16,,,,
130876_8__271___-1962238,09:35:00,09:35:00,par_8_07026,0,,,,
130876_8__271___-1962238,09:38:00,09:38:00,par_8_09465,1,,,,
130876_8__271___-1962238,09:39:00,09:39:00,par_8_07219,2,,,,
130876_8__271___-1962238,09:41:00,09:41:00,par_8_12415,3,,,,
130876_8__271___-1962238,09:48:00,09:48:00,par_8_08996,4,,,,
130876_8__271___-1962238,09:49:00,09:49:00,par_8_15367,5,,,,
130876_8__271___-1962238,09:53:00,09:53:00,par_8_15162,6,,,,
130876_8__271___-1962238,09:56:00,09:56:00,par_8_09444,7,,,,
130876_8__271___-1962238,09:59:00,09:59:00,par_8_17751,8,,,,
130876_8__271___-1962238,09:59:00,09:59:00,par_8_17753,9,,,,
130876_8__271___-1962238,10:00:00,10:00:00,par_8_17758,10,,,,
130876_8__271___-1962238,10:01:00,10:01:00,par_8_17759,11,,,,
130876_8__271___-1962238,10:01:00,10:01:00,par_8_18456,12,,,,
130876_8__271___-1962238,10:06:00,10:06:00,par_8_07311,13,,,,
130876_8__271___-1962238,10:20:00,10:20:00,par_8_09665,14,,,,
130876_8__271___-1962241,10:20:01,10:20:01,par_8_09665,0,,,,
130876_8__271___-1962241,10:32:00,10:32:00,par_8_09528,1,,,,
130876_8__271___-1962241,10:35:00,10:35:00,par_8_18457,2,,,,
130876_8__271___-1962241,10:36:00,10:36:00,par_8_17760,3,,,,
130876_8__271___-1962241,10:37:00,10:37:00,par_8_17757,4,,,,
130876_8__271___-1962241,10:37:00,10:37:00,par_8_17754,5,,,,
130876_8__271___-1962241,10:38:00,10:38:00,par_8_17752,6,,,,
130876_8__271___-1962241,10:40:00,10:40:00,par_8_08994,7,,,,
130876_8__271___-1962241,10:43:00,10:43:00,par_8_15161,8,,,,
130876_8__271___-1962241,10:44:00,10:44:00,par_8_17767,9,,,,
130876_8__271___-1962241,10:46:00,10:46:00,par_8_15366,10,,,,
130876_8__271___-1962241,10:48:00,10:48:00,par_8_12040,11,,,,
130876_8__271___-1962241,10:48:00,10:48:00,par_8_08999,12,,,,
130876_8__271___-1962241,10:54:00,10:54:00,par_8_12416,13,,,,
130876_8__271___-1962241,10:55:00,10:55:00,par_8_06976,14,,,,
130876_8__271___-1962241,10:56:00,10:56:00,par_8_20659,15,,,,
130876_8__271___-1962241,11:00:01,11:00:01,par_8_20399,16,,,,
130876_8__271___-1962244,12:20:00,12:20:00,par_8_07026,0,,,,
130876_8__271___-1962244,12:23:00,12:23:00,par_8_09465,1,,,,
130876_8__271___-1962244,12:24:00,12:24:00,par_8_07219,2,,,,
130876_8__271___-1962244,12:26:00,12:26:00,par_8_12415,3,,,,
130876_8__271___-1962244,12:33:00,12:33:00,par_8_08996,4,,,,
130876_8__271___-1962244,12:34:00,12:34:00,par_8_15367,5,,,,
130876_8__271___-1962244,12:38:00,12:38:00,par_8_15162,6,,,,
130876_8__271___-1962244,12:40:00,12:40:00,par_8_15164,7,,,,
130876_8__271___-1962244,12:42:00,12:42:00,par_8_17765,8,,,,
130876_8__271___-1962244,12:43:00,12:43:00,par_8_12535,9,,,,
130876_8__271___-1962244,12:44:00,12:44:00,par_8_12537,10,,,,
130876_8__271___-1962244,12:45:00,12:45:00,par_8_12539,11,,,,
130876_8__271___-1962244,12:46:00,12:46:00,par_8_12541,12,,,,
130876_8__271___-1962244,12:46:00,12:46:00,par_8_20173,13,,,,
130876_8__271___-1962244,12:49:00,12:49:00,par_8_12542,14,,,,
130876_8__271___-1962244,12:50:00,12:50:00,par_8_08993,15,,,,
130876_8__271___-1962244,12:54:00,12:54:00,par_8_07311,16,,,,
130876_8__271___-1962244,13:08:00,13:08:00,par_8_07387,17,,,,
130876_8__271___-1962244,13:11:00,13:11:00,par_8_18502,18,,,,
130876_8__271___-1962244,13:15:00,13:15:00,par_8_99302,19,,,,
130876_8__271___-1962244,13:17:00,13:17:00,par_8_99304,20,,,,
130876_8__271___-1962244,13:20:00,13:20:00,par_8_20865,21,,,,
130876_8__271___-1962247,13:20:01,13:20:01,par_8_20865,0,,,,
130876_8__271___-1962247,13:22:00,13:22:00,par_8_99303,1,,,,
130876_8__271___-1962247,13:23:00,13:23:00,par_8_99301,2,,,,
130876_8__271___-1962247,13:28:00,13:28:00,par_8_18501,3,,,,
130876_8__271___-1962247,13:30:00,13:30:00,par_8_09665,4,,,,
130876_8__271___-1962247,13:43:00,13:43:00,par_8_09528,5,,,,
130876_8__271___-1962247,13:46:00,13:46:00,par_8_12544,6,,,,
130876_8__271___-1962247,13:47:00,13:47:00,par_8_12543,7,,,,
130876_8__271___-1962247,13:50:00,13:50:00,par_8_20172,8,,,,
130876_8__271___-1962247,13:50:00,13:50:00,par_8_12540,9,,,,
130876_8__271___-1962247,13:51:00,13:51:00,par_8_12538,10,,,,
130876_8__271___-1962247,13:52:00,13:52:00,par_8_12536,11,,,,
130876_8__271___-1962247,13:53:00,13:53:00,par_8_12534,12,,,,
130876_8__271___-1962247,13:54:00,13:54:00,par_8_17764,13,,,,
130876_8__271___-1962247,13:55:00,13:55:00,par_8_15163,14,,,,
130876_8__271___-1962247,13:58:00,13:58:00,par_8_15161,15,,,,
130876_8__271___-1962247,13:59:00,13:59:00,par_8_17767,16,,,,
130876_8__271___-1962247,14:01:00,14:01:00,par_8_15366,17,,,,
130876_8__271___-1962247,14:02:00,14:02:00,par_8_12040,18,,,,
130876_8__271___-1962247,14:03:00,14:03:00,par_8_08999,19,,,,
130876_8__271___-1962247,14:08:00,14:08:00,par_8_12416,20,,,,
130876_8__271___-1962247,14:10:00,14:10:00,par_8_06976,21,,,,
130876_8__271___-1962247,14:11:00,14:11:00,par_8_20659,22,,,,
130876_8__271___-1962247,14:15:01,14:15:01,par_8_20399,23,,,,
130876_8__271___-1962239,15:40:00,15:40:00,par_8_07026,0,,,,
130876_8__271___-1962239,15:43:00,15:43:00,par_8_09465,1,,,,
130876_8__271___-1962239,15:44:00,15:44:00,par_8_07219,2,,,,
130876_8__271___-1962239,15:46:00,15:46:00,par_8_12415,3,,,,
130876_8__271___-1962239,15:53:00,15:53:00,par_8_08996,4,,,,
130876_8__271___-1962239,15:54:00,15:54:00,par_8_15367,5,,,,
130876_8__271___-1962239,15:58:00,15:58:00,par_8_15162,6,,,,
130876_8__271___-1962239,16:01:00,16:01:00,par_8_09444,7,,,,
130876_8__271___-1962239,16:04:00,16:04:00,par_8_17751,8,,,,
130876_8__271___-1962239,16:04:00,16:04:00,par_8_17753,9,,,,
130876_8__271___-1962239,16:05:00,16:05:00,par_8_17758,10,,,,
130876_8__271___-1962239,16:06:00,16:06:00,par_8_17759,11,,,,
130876_8__271___-1962239,16:06:00,16:06:00,par_8_18456,12,,,,
130876_8__271___-1962239,16:11:00,16:11:00,par_8_07311,13,,,,
130876_8__271___-1962239,16:25:00,16:25:00,par_8_09665,14,,,,
130876_8__271___-1962242,16:25:01,16:25:01,par_8_09665,0,,,,
130876_8__271___-1962242,16:40:00,16:40:00,par_8_09528,1,,,,
130876_8__271___-1962242,16:44:00,16:44:00,par_8_18457,2,,,,
130876_8__271___-1962242,16:45:00,16:45:00,par_8_17760,3,,,,
130876_8__271___-1962242,16:46:00,16:46:00,par_8_17757,4,,,,
130876_8__271___-1962242,16:47:00,16:47:00,par_8_17754,5,,,,
130876_8__271___-1962242,16:47:00,16:47:00,par_8_17752,6,,,,
130876_8__271___-1962242,16:51:00,16:51:00,par_8_08994,7,,,,
130876_8__271___-1962242,16:54:00,16:54:00,par_8_15161,8,,,,
130876_8__271___-1962242,16:55:00,16:55:00,par_8_17767,9,,,,
130876_8__271___-1962242,16:58:00,16:58:00,par_8_15366,10,,,,
130876_8__271___-1962242,17:00:00,17:00:00,par_8_12040,11,,,,
130876_8__271___-1962242,17:00:00,17:00:00,par_8_08999,12,,,,
130876_8__271___-1962242,17:07:00,17:07:00,par_8_12416,13,,,,
130876_8__271___-1962242,17:09:00,17:09:00,par_8_06976,14,,,,
130876_8__271___-1962242,17:10:00,17:10:00,par_8_20659,15,,,,
130876_8__271___-1962242,17:15:01,17:15:01,par_8_20399,16,,,,
130775_8__271___-1961262,16:30:00,16:30:00,par_8_07026,0,,,,
130775_8__271___-1961262,16:30:00,16:30:00,par_8_12245,1,,,,
130775_8__271___-1961262,16:34:00,16:34:00,par_8_09465,2,,,,
130775_8__271___-1961262,16:36:00,16:36:00,par_8_07219,3,,,,
130775_8__271___-1961262,16:39:00,16:39:00,par_8_12415,4,,,,
130775_8__271___-1961262,16:47:00,16:47:00,par_8_08996,5,,,,
130775_8__271___-1961262,16:50:00,16:50:00,par_8_15367,6,,,,
130775_8__271___-1961262,16:54:00,16:54:00,par_8_15162,7,,,,
130775_8__271___-1961262,16:57:00,16:57:00,par_8_15164,8,,,,
130775_8__271___-1961262,16:59:00,16:59:00,par_8_17765,9,,,,
130775_8__271___-1961262,17:01:00,17:01:00,par_8_12535,10,,,,
130775_8__271___-1961262,17:02:00,17:02:00,par_8_12537,11,,,,
130775_8__271___-1961262,17:04:00,17:04:00,par_8_12539,12,,,,
130775_8__271___-1961262,17:05:00,17:05:00,par_8_12541,13,,,,
130775_8__271___-1961262,17:06:00,17:06:00,par_8_20173,14,,,,
130775_8__271___-1961262,17:09:00,17:09:00,par_8_12542,15,,,,
130775_8__271___-1961262,17:10:00,17:10:00,par_8_08993,16,,,,
130775_8__271___-1961262,17:16:00,17:16:00,par_8_07311,17,,,,
130775_8__271___-1961262,17:34:00,17:34:00,par_8_07387,18,,,,
130775_8__271___-1961262,17:38:00,17:38:00,par_8_18502,19,,,,
130775_8__271___-1961262,17:44:00,17:44:00,par_8_99302,20,,,,
130775_8__271___-1961262,17:46:00,17:46:00,par_8_99304,21,,,,
130775_8__271___-1961262,17:50:00,17:50:00,par_8_20865,22,,,,
130775_8__271___-1961263,17:50:01,17:50:01,par_8_20865,0,,,,
130775_8__271___-1961263,17:50:00,17:50:00,par_8_99303,1,,,,
130775_8__271___-1961263,17:51:00,17:51:00,par_8_99301,2,,,,
130775_8__271___-1961263,17:57:00,17:57:00,par_8_18501,3,,,,
130775_8__271___-1961263,18:00:00,18:00:00,par_8_09665,4,,,,
130775_8__271___-1961263,18:17:00,18:17:00,par_8_09528,5,,,,
130775_8__271___-1961263,18:22:00,18:22:00,par_8_12544,6,,,,
130775_8__271___-1961263,18:23:00,18:23:00,par_8_12543,7,,,,
130775_8__271___-1961263,18:27:00,18:27:00,par_8_20172,8,,,,
130775_8__271___-1961263,18:27:00,18:27:00,par_8_12540,9,,,,
130775_8__271___-1961263,18:28:00,18:28:00,par_8_12538,10,,,,
130775_8__271___-1961263,18:30:00,18:30:00,par_8_12536,11,,,,
130775_8__271___-1961263,18:31:00,18:31:00,par_8_12534,12,,,,
130775_8__271___-1961263,18:33:00,18:33:00,par_8_17764,13,,,,
130775_8__271___-1961263,18:34:00,18:34:00,par_8_15163,14,,,,
130775_8__271___-1961263,18:37:00,18:37:00,par_8_15161,15,,,,
130775_8__271___-1961263,18:39:00,18:39:00,par_8_17767,16,,,,
130775_8__271___-1961263,18:41:00,18:41:00,par_8_15366,17,,,,
130775_8__271___-1961263,18:43:00,18:43:00,par_8_12040,18,,,,
130775_8__271___-1961263,18:44:00,18:44:00,par_8_08999,19,,,,
130775_8__271___-1961263,18:51:00,18:51:00,par_8_12416,20,,,,
130775_8__271___-1961263,18:53:00,18:53:00,par_8_06976,21,,,,
130775_8__271___-1961263,18:55:00,18:55:00,par_8_20659,22,,,,
130775_8__271___-1961263,19:00:01,19:00:01,par_8_20399,23,,,,
130775_8__271___-1961264,19:00:00,19:00:00,par_8_07026,0,,,,
130775_8__271___-1961264,19:00:00,19:00:00,par_8_09465,1,,,,
130775_8__271___-1961264,19:01:00,19:01:00,par_8_07219,2,,,,
130775_8__271___-1961264,19:03:00,19:03:00,par_8_12415,3,,,,
130775_8__271___-1961264,19:10:00,19:10:00,par_8_08996,4,,,,
130775_8__271___-1961264,19:12:00,19:12:00,par_8_15367,5,,,,
130775_8__271___-1961264,19:16:00,19:16:00,par_8_15162,6,,,,
130775_8__271___-1961264,19:19:00,19:19:00,par_8_09444,7,,,,
130775_8__271___-1961264,19:22:00,19:22:00,par_8_17751,8,,,,
130775_8__271___-1961264,19:23:00,19:23:00,par_8_17753,9,,,,
130775_8__271___-1961264,19:23:00,19:23:00,par_8_17758,10,,,,
130775_8__271___-1961264,19:24:00,19:24:00,par_8_17759,11,,,,
130775_8__271___-1961264,19:25:00,19:25:00,par_8_18456,12,,,,
130775_8__271___-1961264,19:29:00,19:29:00,par_8_07311,13,,,,
130775_8__271___-1961264,19:45:00,19:45:00,par_8_09665,14,,,,
130775_8__271___-1961265,19:45:01,19:45:01,par_8_09665,0,,,,
130775_8__271___-1961265,19:45:00,19:45:00,par_8_09528,1,,,,
130775_8__271___-1961265,19:50:00,19:50:00,par_8_18457,2,,,,
130775_8__271___-1961265,19:51:00,19:51:00,par_8_17760,3,,,,
130775_8__271___-1961265,19:53:00,19:53:00,par_8_17757,4,,,,
130775_8__271___-1961265,19:53:00,19:53:00,par_8_17754,5,,,,
130775_8__271___-1961265,19:54:00,19:54:00,par_8_17752,6,,,,
130775_8__271___-1961265,19:59:00,19:59:00,par_8_08994,7,,,,
130775_8__271___-1961265,20:03:00,20:03:00,par_8_15161,8,,,,
130775_8__271___-1961265,20:05:00,20:05:00,par_8_17767,9,,,,
130775_8__271___-1961265,20:08:00,20:08:00,par_8_15366,10,,,,
130775_8__271___-1961265,20:10:00,20:10:00,par_8_12040,11,,,,
130775_8__271___-1961265,20:11:00,20:11:00,par_8_08999,12,,,,
130775_8__271___-1961265,20:20:00,20:20:00,par_8_12416,13,,,,
130775_8__271___-1961265,20:22:00,20:22:00,par_8_06976,14,,,,
130775_8__271___-1961265,20:24:00,20:24:00,par_8_20659,15,,,,
130775_8__271___-1961265,20:30:01,20:30:01,par_8_20399,16,,,,
130775_8__271___-1961266,20:30:00,20:30:00,par_8_07026,0,,,,
130775_8__271___-1961266,20:30:00,20:30:00,par_8_12245,1,,,,
130775_8__271___-1961266,20:33:00,20:33:00,par_8_09465,2,,,,
130775_8__271___-1961266,20:35:00,20:35:00,par_8_07219,3,,,,
130775_8__271___-1961266,20:36:00,20:36:00,par_8_12415,4,,,,
130775_8__271___-1961266,20:43:00,20:43:00,par_8_08996,5,,,,
130775_8__271___-1961266,20:45:00,20:45:00,par_8_15367,6,,,,
130775_8__271___-1961266,20:48:00,20:48:00,par_8_15162,7,,,,
130775_8__271___-1961266,20:50:00,20:50:00,par_8_15164,8,,,,
130775_8__271___-1961266,20:52:00,20:52:00,par_8_17765,9,,,,
130775_8__271___-1961266,20:53:00,20:53:00,par_8_12535,10,,,,
130775_8__271___-1961266,20:54:00,20:54:00,par_8_12537,11,,,,
130775_8__271___-1961266,20:55:00,20:55:00,par_8_12539,12,,,,
130775_8__271___-1961266,20:56:00,20:56:00,par_8_12541,13,,,,
130775_8__271___-1961266,20:57:00,20:57:00,par_8_20173,14,,,,
130775_8__271___-1961266,20:59:00,20:59:00,par_8_12542,15,,,,
130775_8__271___-1961266,21:00:00,21:00:00,par_8_08993,16,,,,
130775_8__271___-1961266,21:04:00,21:04:00,par_8_07311,17,,,,
130775_8__271___-1961266,21:18:00,21:18:00,par_8_07387,18,,,,
130775_8__271___-1961266,21:21:00,21:21:00,par_8_18502,19,,,,
130775_8__271___-1961266,21:25:00,21:25:00,par_8_99302,20,,,,
130775_8__271___-1961266,21:27:00,21:27:00,par_8_99304,21,,,,
130775_8__271___-1961266,21:30:00,21:30:00,par_8_20865,22,,,,
130775_8__271___-1961267,21:30:01,21:30:01,par_8_20865,0,,,,
130775_8__271___-1961267,21:30:00,21:30:00,par_8_99303,1,,,,
130775_8__271___-1961267,21:31:00,21:31:00,par_8_99301,2,,,,
130775_8__271___-1961267,21:36:00,21:36:00,par_8_18501,3,,,,
130775_8__271___-1961267,21:39:00,21:39:00,par_8_09665,4,,,,
130775_8__271___-1961267,21:53:00,21:53:00,par_8_09528,5,,,,
130775_8__271___-1961267,21:57:00,21:57:00,par_8_12544,6,,,,
