service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
63_8__513___,1,1,1,1,1,1,1,20241027,20251126
753_8__513___,0,0,0,0,0,1,1,20241027,20251124
754_8__513___,0,0,0,0,0,1,1,20241027,20251124
755_8__513___,0,0,0,0,0,1,1,20241027,20251124
756_8__513___,0,0,0,0,0,1,1,20241027,20251124
64_8__513___,1,1,1,1,1,0,0,20241028,20251126
65_8__513___,1,1,1,1,1,0,0,20241028,20251126
66_8__513___,1,1,1,1,1,0,0,20241028,20251126
68_8__513___,1,1,1,1,1,0,0,20241028,20251126
69_8__513___,1,1,1,1,1,0,0,20241028,20251126
70_8__513___,1,1,1,1,1,0,0,20241028,20251126
71_8__513___,1,1,1,1,1,0,0,20241028,20251126
72_8__513___,1,1,1,1,1,0,0,20241028,20251126
73_8__513___,1,1,1,1,1,0,0,20241028,20251126
761_8__513___,1,1,1,1,1,0,0,20241028,20251126
770_8__513___,0,0,0,0,0,1,0,20241102,20251123
771_8__513___,0,0,0,0,0,1,0,20241102,20251123
772_8__513___,0,0,0,0,0,1,0,20241102,20251123
773_8__513___,0,0,0,0,0,1,0,20241102,20251123
76_8__514___,1,1,1,1,1,1,1,20241027,20251126
77_8__514___,1,1,1,1,1,1,1,20241027,20251126
78_8__514___,1,1,1,1,1,1,1,20241027,20251126
79_8__514___,1,1,1,1,1,1,1,20241027,20251126
328_8__516___,1,1,1,1,1,1,1,20241027,20251126
329_8__516___,1,1,1,1,1,1,1,20241027,20251126
330_8__516___,1,1,1,1,1,1,1,20241027,20251126
331_8__516___,1,1,1,1,1,1,1,20241027,20251126
332_8__516___,1,1,1,1,1,1,1,20241027,20251126
333_8__516___,1,1,1,1,1,1,1,20241027,20251126
334_8__516___,1,1,1,1,1,1,1,20241027,20251126
335_8__516___,1,1,1,1,1,1,1,20241027,20251126
326_8__516___,1,1,1,1,1,0,0,20241028,20251126
327_8__516___,1,1,1,1,1,0,0,20241028,20251126
338_8__516___,1,1,1,1,1,0,0,20241028,20251126
339_8__516___,1,1,1,1,1,0,0,20241028,20251126
341_8__516___,1,1,1,1,1,0,0,20241028,20251126
343_8__516___,1,1,1,1,1,0,0,20241028,20251126
785_8__516___,1,1,1,1,1,0,0,20241028,20251126
786_8__516___,1,1,1,1,1,0,0,20241028,20251126
789_8__516___,1,1,1,1,1,0,0,20241028,20251126
796_8__516___,1,1,1,1,1,0,0,20241028,20251126
801_8__516___,1,1,1,1,1,0,0,20241028,20251126
860_8__516___,1,1,1,1,1,0,0,20241028,20251126
969_8__516___,1,1,1,1,1,0,0,20241028,20251126
21_8__517___,1,1,1,1,1,1,1,20241027,20251126
22_8__517___,1,1,1,1,1,1,1,20241027,20251126
100_8__518___,1,1,1,1,1,1,1,20241027,20251126
101_8__518___,1,1,1,1,1,1,1,20241027,20251126
102_8__518___,1,1,1,1,1,1,1,20241027,20251126
103_8__518___,1,1,1,1,1,1,1,20241027,20251126
104_8__518___,1,1,1,1,1,1,1,20241027,20251126
105_8__518___,1,1,1,1,1,1,1,20241027,20251126
504_8__518___,1,1,1,1,1,1,1,20241027,20251126
505_8__518___,1,1,1,1,1,1,1,20241027,20251126
791_8__518___,0,0,0,0,1,1,1,20241027,20251124
792_8__518___,0,0,0,0,1,1,1,20241027,20251124
793_8__518___,0,0,0,0,1,1,1,20241027,20251124
794_8__518___,0,0,0,0,1,1,1,20241027,20251124
795_8__518___,0,0,0,0,1,1,1,20241027,20251124
98_8__518___,1,1,1,1,1,1,1,20241027,20251126
99_8__518___,1,1,1,1,1,1,1,20241027,20251126
233_8__518___,1,1,1,1,1,0,0,20241028,20251126
234_8__518___,1,1,1,1,1,0,0,20241028,20251126
235_8__518___,1,1,1,1,1,0,0,20241028,20251126
236_8__518___,1,1,1,1,1,0,0,20241028,20251126
237_8__518___,1,1,1,1,1,0,0,20241028,20251126
238_8__518___,1,1,1,1,1,0,0,20241028,20251126
250_8__518___,1,1,1,1,1,0,0,20241028,20251126
258_8__518___,1,1,1,1,1,0,0,20241028,20251126
350_8__518___,1,1,1,1,1,0,0,20241028,20251126
551_8__518___,1,1,1,1,1,0,0,20241028,20251126
802_8__518___,1,1,1,1,1,0,0,20241028,20251126
803_8__518___,1,1,1,1,1,0,0,20241028,20251126
804_8__518___,1,1,1,1,1,0,0,20241028,20251126
805_8__518___,1,1,1,1,1,0,0,20241028,20251126
806_8__518___,1,1,1,1,1,0,0,20241028,20251126
807_8__518___,1,1,1,1,1,0,0,20241028,20251126
808_8__518___,1,1,1,1,1,0,0,20241028,20251126
809_8__518___,1,1,1,1,1,0,0,20241028,20251126
810_8__518___,1,1,1,1,1,0,0,20241028,20251126
811_8__518___,1,1,1,1,1,0,0,20241028,20251126
812_8__518___,1,1,1,1,1,0,0,20241028,20251126
813_8__518___,1,1,1,1,1,0,0,20241028,20251126
814_8__518___,1,1,1,1,1,0,0,20241028,20251126
815_8__518___,1,1,1,1,1,0,0,20241028,20251126
816_8__518___,1,1,1,1,1,0,0,20241028,20251126
961_8__518___,1,1,1,1,1,0,0,20241028,20251126
962_8__518___,1,1,1,1,1,0,0,20241028,20251126
963_8__518___,1,1,1,1,1,0,0,20241028,20251126
974_8__518___,0,0,0,0,0,1,0,20241102,20251123
29_8__519___,1,1,1,1,1,1,1,20241027,20251126
30_8__519___,1,1,1,1,1,1,1,20241027,20251126
346_8__519___,1,1,1,1,1,1,1,20241027,20251126
347_8__519___,1,1,1,1,1,1,1,20241027,20251126
851_8__519___,0,0,0,0,1,1,1,20241027,20251124
161_8__519___,1,1,1,1,1,0,0,20241028,20251126
162_8__519___,1,1,1,1,1,0,0,20241028,20251126
31_8__519___,1,1,1,1,1,0,0,20241028,20251126
531_8__519___,1,1,1,1,1,0,0,20241028,20251126
844_8__519___,1,1,1,1,1,0,0,20241028,20251126
845_8__519___,1,1,1,1,1,0,0,20241028,20251126
97_8__519___,1,1,1,1,1,0,0,20241028,20251126
395_8__519_A__,1,1,1,1,1,0,0,20241028,20251126
396_8__519_A__,1,1,1,1,1,0,0,20241028,20251126
106_8__520___,1,1,1,1,1,1,1,20241027,20251126
107_8__520___,1,1,1,1,1,1,1,20241027,20251126
108_8__520___,1,1,1,1,1,1,1,20241027,20251126
109_8__520___,1,1,1,1,1,1,1,20241027,20251126
110_8__520___,1,1,1,1,1,1,1,20241027,20251126
111_8__520___,1,1,1,1,1,1,1,20241027,20251126
112_8__520___,1,1,1,1,1,1,1,20241027,20251126
113_8__520___,1,1,1,1,1,1,1,20241027,20251126
114_8__520___,1,1,1,1,1,1,1,20241027,20251126
115_8__520___,1,1,1,1,1,1,1,20241027,20251126
855_8__520___,0,0,0,0,1,1,1,20241027,20251124
856_8__520___,0,0,0,0,1,1,1,20241027,20251124
116_8__520___,1,1,1,1,1,0,0,20241028,20251126
117_8__520___,1,1,1,1,1,0,0,20241028,20251126
119_8__520___,1,1,1,1,1,0,0,20241028,20251126
121_8__520___,1,1,1,1,1,0,0,20241028,20251126
852_8__520___,1,1,1,1,1,0,0,20241028,20251126
122_8__521___,1,1,1,1,1,1,1,20241027,20251126
123_8__521___,1,1,1,1,1,1,1,20241027,20251126
124_8__521___,1,1,1,1,1,1,1,20241027,20251126
125_8__521___,1,1,1,1,1,1,1,20241027,20251126
126_8__521___,1,1,1,1,1,1,1,20241027,20251126
127_8__521___,1,1,1,1,1,1,1,20241027,20251126
128_8__521___,1,1,1,1,1,1,1,20241027,20251126
129_8__521___,1,1,1,1,1,1,1,20241027,20251126
130_8__521___,1,1,1,1,1,1,1,20241027,20251126
131_8__521___,1,1,1,1,1,1,1,20241027,20251126
132_8__521___,1,1,1,1,1,1,1,20241027,20251126
133_8__521___,1,1,1,1,1,1,1,20241027,20251126
135_8__521___,1,1,1,1,1,1,1,20241027,20251126
136_8__521___,1,1,1,1,1,1,1,20241027,20251126
137_8__521___,1,1,1,1,1,1,1,20241027,20251126
154_8__521___,1,1,1,1,1,1,1,20241027,20251126
155_8__521___,1,1,1,1,1,1,1,20241027,20251126
858_8__521___,0,0,0,0,0,1,1,20241027,20251124
859_8__521___,0,0,0,0,0,1,1,20241027,20251124
921_8__521___,0,0,0,0,0,1,1,20241027,20251124
922_8__521___,0,0,0,0,0,1,1,20241027,20251124
134_8__521___,1,1,1,1,1,1,0,20241028,20251126
138_8__521___,1,1,1,1,1,0,0,20241028,20251126
139_8__521___,1,1,1,1,1,0,0,20241028,20251126
140_8__521___,1,1,1,1,1,1,0,20241028,20251126
141_8__521___,1,1,1,1,1,1,0,20241028,20251126
143_8__521___,1,1,1,1,1,0,0,20241028,20251126
145_8__521___,1,1,1,1,1,0,0,20241028,20251126
146_8__521___,1,1,1,1,1,1,0,20241028,20251126
147_8__521___,1,1,1,1,1,0,0,20241028,20251126
148_8__521___,1,1,1,1,1,0,0,20241028,20251126
149_8__521___,1,1,1,1,1,0,0,20241028,20251126
151_8__521___,1,1,1,1,1,0,0,20241028,20251126
152_8__521___,1,1,1,1,1,0,0,20241028,20251126
153_8__521___,1,1,1,1,1,0,0,20241028,20251126
158_8__521___,1,1,1,1,1,0,0,20241028,20251126
159_8__521___,1,1,1,1,1,1,0,20241028,20251126
160_8__521___,1,1,1,1,1,0,0,20241028,20251126
684_8__521___,1,1,1,1,1,0,0,20241028,20251126
840_8__521___,1,1,1,1,1,0,0,20241028,20251126
861_8__521___,1,1,1,1,1,0,0,20241028,20251126
862_8__521___,1,1,1,1,1,0,0,20241028,20251126
902_8__521___,0,0,0,0,0,1,0,20241102,20251123
241_8__522___,1,1,1,1,1,1,1,20241027,20251126
242_8__522___,1,1,1,1,1,1,1,20241027,20251126
243_8__522___,1,1,1,1,1,1,1,20241027,20251126
244_8__522___,1,1,1,1,1,1,1,20241027,20251126
261_8__522___,1,1,1,1,1,1,1,20241027,20251126
262_8__522___,1,1,1,1,1,1,1,20241027,20251126
318_8__522___,1,1,1,1,1,1,1,20241027,20251126
319_8__522___,1,1,1,1,1,1,1,20241027,20251126
322_8__522___,1,1,1,1,1,1,1,20241027,20251126
323_8__522___,1,1,1,1,1,1,1,20241027,20251126
871_8__522___,0,0,0,0,0,1,1,20241027,20251124
872_8__522___,0,0,0,0,0,1,1,20241027,20251124
873_8__522___,0,0,0,0,0,1,1,20241027,20251124
245_8__522___,1,1,1,1,1,0,0,20241028,20251126
246_8__522___,1,1,1,1,1,0,0,20241028,20251126
247_8__522___,1,1,1,1,1,0,0,20241028,20251126
248_8__522___,1,1,1,1,1,0,0,20241028,20251126
259_8__522___,1,1,1,1,1,0,0,20241028,20251126
260_8__522___,1,1,1,1,1,0,0,20241028,20251126
263_8__522___,1,1,1,1,1,1,0,20241028,20251126
264_8__522___,1,1,1,1,1,1,0,20241028,20251126
265_8__522___,1,1,1,1,1,0,0,20241028,20251126
266_8__522___,1,1,1,1,1,0,0,20241028,20251126
320_8__522___,1,1,1,1,1,1,0,20241028,20251126
321_8__522___,1,1,1,1,1,1,0,20241028,20251126
324_8__522___,1,1,1,1,1,0,0,20241028,20251126
325_8__522___,1,1,1,1,1,0,0,20241028,20251126
817_8__522___,1,1,1,1,1,0,0,20241028,20251126
849_8__522___,1,1,1,1,1,0,0,20241028,20251126
883_8__522___,1,1,1,1,1,0,0,20241028,20251126
884_8__522___,1,1,1,1,1,0,0,20241028,20251126
885_8__522___,1,1,1,1,1,0,0,20241028,20251126
886_8__522___,1,1,1,1,1,0,0,20241028,20251126
887_8__522___,1,1,1,1,1,0,0,20241028,20251126
888_8__522___,1,1,1,1,1,0,0,20241028,20251126
710_8__522___,0,0,0,0,0,1,0,20241102,20251123
717_8__522___,0,0,0,0,0,1,0,20241102,20251123
718_8__522___,0,0,0,0,0,1,0,20241102,20251123
270_8__523___,1,1,1,1,1,1,1,20241027,20251126
271_8__523___,1,1,1,1,1,1,1,20241027,20251126
272_8__523___,1,1,1,1,1,1,1,20241027,20251126
273_8__523___,1,1,1,1,1,1,1,20241027,20251126
274_8__523___,1,1,1,1,1,1,1,20241027,20251126
275_8__523___,1,1,1,1,1,1,1,20241027,20251126
276_8__523___,1,1,1,1,1,1,1,20241027,20251126
277_8__523___,1,1,1,1,1,1,1,20241027,20251126
279_8__523___,1,1,1,1,1,1,1,20241027,20251126
670_8__523___,0,0,0,0,0,1,1,20241027,20251124
889_8__523___,0,0,0,0,0,1,1,20241027,20251124
890_8__523___,0,0,0,0,0,1,1,20241027,20251124
891_8__523___,0,0,0,0,0,1,1,20241027,20251124
892_8__523___,0,0,0,0,0,1,1,20241027,20251124
278_8__523___,1,1,1,1,1,1,0,20241028,20251126
280_8__523___,1,1,1,1,1,1,0,20241028,20251126
281_8__523___,1,1,1,1,1,1,0,20241028,20251126
282_8__523___,1,1,1,1,1,0,0,20241028,20251126
283_8__523___,1,1,1,1,1,0,0,20241028,20251126
284_8__523___,1,1,1,1,1,0,0,20241028,20251126
285_8__523___,1,1,1,1,1,0,0,20241028,20251126
286_8__523___,1,1,1,1,1,0,0,20241028,20251126
287_8__523___,1,1,1,1,1,0,0,20241028,20251126
288_8__523___,1,1,1,1,1,0,0,20241028,20251126
305_8__523___,1,1,1,1,1,0,0,20241028,20251126
306_8__523___,1,1,1,1,1,0,0,20241028,20251126
307_8__523___,1,1,1,1,1,0,0,20241028,20251126
308_8__523___,1,1,1,1,1,0,0,20241028,20251126
309_8__523___,1,1,1,1,1,0,0,20241028,20251126
310_8__523___,1,1,1,1,1,0,0,20241028,20251126
313_8__523___,1,1,1,1,1,0,0,20241028,20251126
314_8__523___,1,1,1,1,1,1,0,20241028,20251126
315_8__523___,1,1,1,1,1,0,0,20241028,20251126
316_8__523___,1,1,1,1,1,0,0,20241028,20251126
317_8__523___,1,1,1,1,1,0,0,20241028,20251126
910_8__523___,1,1,1,1,1,0,0,20241028,20251126
913_8__523___,1,1,1,1,1,0,0,20241028,20251126
916_8__523___,1,1,1,1,1,0,0,20241028,20251126
918_8__523___,1,1,1,1,1,0,0,20241028,20251126
919_8__523___,1,1,1,1,1,0,0,20241028,20251126
929_8__523___,1,1,1,1,1,0,0,20241028,20251126
930_8__523___,1,1,1,1,1,0,0,20241028,20251126
934_8__523___,1,1,1,1,1,0,0,20241028,20251126
939_8__523___,1,1,1,1,1,0,0,20241028,20251126
995_8__523___,1,1,1,1,1,0,0,20241028,20251126
997_8__523___,1,1,1,1,1,0,0,20241028,20251126
998_8__523___,1,1,1,1,1,0,0,20241028,20251126
725_8__523___,0,0,0,0,0,1,0,20241102,20251123
726_8__523___,0,0,0,0,0,1,0,20241102,20251123
727_8__523___,0,0,0,0,0,1,0,20241102,20251123
923_8__523___,0,0,0,0,0,1,0,20241102,20251123
948_8__523___,0,0,0,0,0,1,0,20241102,20251123
965_8__523___,0,0,0,0,0,1,0,20241102,20251123
407_8__524___,1,1,1,1,1,1,1,20241027,20251126
408_8__524___,1,1,1,1,1,1,1,20241027,20251126
409_8__524___,1,1,1,1,1,1,1,20241027,20251126
410_8__524___,1,1,1,1,1,1,1,20241027,20251126
411_8__524___,1,1,1,1,1,1,1,20241027,20251126
412_8__524___,1,1,1,1,1,1,1,20241027,20251126
413_8__524___,1,1,1,1,1,1,1,20241027,20251126
414_8__524___,1,1,1,1,1,1,1,20241027,20251126
904_8__524___,1,1,1,1,1,1,1,20241027,20251126
432_8__525___,1,1,1,1,1,1,1,20241027,20251126
433_8__525___,1,1,1,1,1,1,1,20241027,20251126
434_8__525___,1,1,1,1,1,1,1,20241027,20251126
435_8__525___,1,1,1,1,1,1,1,20241027,20251126
436_8__525___,1,1,1,1,1,1,1,20241027,20251126
437_8__525___,1,1,1,1,1,1,1,20241027,20251126
438_8__525___,1,1,1,1,1,0,0,20241028,20251126
439_8__525___,1,1,1,1,1,0,0,20241028,20251126
440_8__525___,1,1,1,1,1,0,0,20241028,20251126
441_8__525___,1,1,1,1,1,0,0,20241028,20251126
442_8__525___,1,1,1,1,1,0,0,20241028,20251126
443_8__525___,1,1,1,1,1,0,0,20241028,20251126
171_8__526___,1,1,1,1,1,1,1,20241027,20251126
172_8__526___,1,1,1,1,1,1,1,20241027,20251126
173_8__526___,1,1,1,1,1,1,1,20241027,20251126
174_8__526___,1,1,1,1,1,1,1,20241027,20251126
181_8__526___,1,1,1,1,1,1,1,20241027,20251126
182_8__526___,1,1,1,1,1,1,1,20241027,20251126
183_8__526___,1,1,1,1,1,1,1,20241027,20251126
184_8__526___,1,1,1,1,1,1,1,20241027,20251126
175_8__526___,1,1,1,1,1,0,0,20241028,20251126
176_8__526___,1,1,1,1,1,0,0,20241028,20251126
177_8__526___,1,1,1,1,1,0,0,20241028,20251126
178_8__526___,1,1,1,1,1,0,0,20241028,20251126
179_8__526___,1,1,1,1,1,0,0,20241028,20251126
185_8__526___,1,1,1,1,1,0,0,20241028,20251126
186_8__526___,1,1,1,1,1,0,0,20241028,20251126
943_8__526___,1,1,1,1,1,0,0,20241028,20251126
945_8__526___,1,1,1,1,1,0,0,20241028,20251126
946_8__526___,1,1,1,1,1,0,0,20241028,20251126
169_8__527___,1,1,1,1,1,1,1,20241027,20251126
170_8__527___,1,1,1,1,1,1,1,20241027,20251126
944_8__527___,1,1,1,1,1,1,1,20241027,20251126
217_8__528___,1,1,1,1,1,1,1,20241027,20251126
218_8__528___,1,1,1,1,1,1,1,20241027,20251126
601_8__528___,1,1,1,1,1,1,1,20241027,20251126
612_8__528___,1,1,1,1,1,1,1,20241027,20251126
957_8__528___,0,0,0,0,1,1,1,20241027,20251124
958_8__528___,0,0,0,0,1,1,1,20241027,20251124
215_8__528___,1,1,1,1,1,0,0,20241028,20251126
216_8__528___,1,1,1,1,1,0,0,20241028,20251126
610_8__528___,1,1,1,1,1,0,0,20241028,20251126
611_8__528___,1,1,1,1,1,0,0,20241028,20251126
614_8__528___,1,1,1,1,1,0,0,20241028,20251126
615_8__528___,1,1,1,1,1,0,0,20241028,20251126
779_8__528___,1,1,1,1,1,0,0,20241028,20251126
953_8__528___,1,1,1,1,1,0,0,20241028,20251126
954_8__528___,1,1,1,1,1,0,0,20241028,20251126
955_8__528___,1,1,1,1,1,0,0,20241028,20251126
956_8__528___,1,1,1,1,1,0,0,20241028,20251126
959_8__528___,1,1,1,1,1,0,0,20241028,20251126
960_8__528___,1,1,1,1,1,0,0,20241028,20251126
967_8__528___,1,1,1,1,1,0,0,20241028,20251126
968_8__528___,1,1,1,1,1,0,0,20241028,20251126
221_8__529___,1,1,1,1,1,1,1,20241027,20251126
222_8__529___,1,1,1,1,1,1,1,20241027,20251126
380_8__529___,1,1,1,1,1,1,1,20241027,20251126
602_8__529___,1,1,1,1,1,1,1,20241027,20251126
603_8__529___,0,0,0,0,1,1,1,20241027,20251124
990_8__529___,0,0,0,0,1,1,1,20241027,20251124
379_8__529___,1,1,1,1,1,0,0,20241028,20251126
385_8__529___,1,1,1,1,1,0,0,20241028,20251126
386_8__529___,1,1,1,1,1,0,0,20241028,20251126
387_8__529___,1,1,1,1,1,0,0,20241028,20251126
389_8__529___,1,1,1,1,1,0,0,20241028,20251126
390_8__529___,1,1,1,1,1,0,0,20241028,20251126
607_8__529___,1,1,1,1,1,0,0,20241028,20251126
617_8__529___,1,1,1,1,1,0,0,20241028,20251126
901_8__529___,1,1,1,1,1,0,0,20241028,20251126
970_8__529___,1,1,1,1,1,0,0,20241028,20251126
379_8__529_A__,1,1,1,1,1,1,1,20241027,20251126
380_8__529_A__,0,0,0,0,1,1,1,20241027,20251124
991_8__529_A__,0,0,0,0,1,1,1,20241027,20251124
221_8__529_A__,1,1,1,1,1,0,0,20241028,20251126
385_8__529_A__,1,1,1,1,1,0,0,20241028,20251126
386_8__529_A__,1,1,1,1,1,0,0,20241028,20251126
602_8__529_A__,1,1,1,1,1,0,0,20241028,20251126
603_8__529_A__,1,1,1,1,1,0,0,20241028,20251126
609_8__529_A__,1,1,1,1,1,0,0,20241028,20251126
385_8__529_H__,0,0,0,0,1,1,1,20241027,20251124
386_8__529_H__,1,1,1,1,1,1,1,20241027,20251126
387_8__529_H__,0,0,0,0,1,1,1,20241027,20251124
388_8__529_H__,1,1,1,1,1,1,1,20241027,20251126
389_8__529_H__,1,1,1,1,1,1,1,20241027,20251126
390_8__529_H__,1,1,1,1,1,1,1,20241027,20251126
616_8__529_H__,1,1,1,1,1,1,1,20241027,20251126
617_8__529_H__,1,1,1,1,1,1,1,20241027,20251126
222_8__529_H__,1,1,1,1,1,0,0,20241028,20251126
602_8__529_H__,1,1,1,1,1,0,0,20241028,20251126
603_8__529_H__,1,1,1,1,1,0,0,20241028,20251126
606_8__529_H__,1,1,1,1,1,0,0,20241028,20251126
607_8__529_H__,1,1,1,1,1,0,0,20241028,20251126
608_8__529_H__,1,1,1,1,1,0,0,20241028,20251126
609_8__529_H__,1,1,1,1,1,0,0,20241028,20251126
854_8__530___,1,1,1,1,1,0,0,20241028,20251126
94_8__530___,1,1,1,1,1,0,0,20241028,20251126
999_8__530___,1,1,1,1,1,0,0,20241028,20251126
604_8__531___,1,1,1,1,1,1,1,20241027,20251126
605_8__531___,1,1,1,1,1,1,1,20241027,20251126
622_8__531___,1,1,1,1,1,1,1,20241027,20251126
623_8__531___,1,1,1,1,1,1,1,20241027,20251126
624_8__531___,1,1,1,1,1,1,1,20241027,20251126
625_8__531___,1,1,1,1,1,1,1,20241027,20251126
987_8__531___,0,0,0,0,1,1,1,20241027,20251124
988_8__531___,0,0,0,0,1,1,1,20241027,20251124
381_8__531___,1,1,1,1,1,0,0,20241028,20251126
382_8__531___,1,1,1,1,1,0,0,20241028,20251126
626_8__531___,1,1,1,1,1,0,0,20241028,20251126
627_8__531___,1,1,1,1,1,0,0,20241028,20251126
604_8__531_A__,1,1,1,1,1,1,1,20241027,20251126
605_8__531_A__,1,1,1,1,1,1,1,20241027,20251126
622_8__531_A__,1,1,1,1,1,1,1,20241027,20251126
623_8__531_A__,1,1,1,1,1,1,1,20241027,20251126
624_8__531_A__,1,1,1,1,1,1,1,20241027,20251126
625_8__531_A__,1,1,1,1,1,1,1,20241027,20251126
989_8__531_A__,0,0,0,0,1,1,1,20241027,20251124
381_8__531_A__,1,1,1,1,1,0,0,20241028,20251126
382_8__531_A__,1,1,1,1,1,0,0,20241028,20251126
626_8__531_A__,1,1,1,1,1,0,0,20241028,20251126
627_8__531_A__,1,1,1,1,1,0,0,20241028,20251126
983_8__531_A__,1,1,1,1,1,0,0,20241028,20251126
369_8__532___,1,1,1,1,1,1,1,20241027,20251126
370_8__532___,1,1,1,1,1,1,1,20241027,20251126
371_8__532___,1,1,1,1,1,0,0,20241028,20251126
372_8__532___,1,1,1,1,1,0,0,20241028,20251126
982_8__532___,1,1,1,1,1,0,0,20241028,20251126
992_8__532___,1,1,1,1,1,0,0,20241028,20251126
362_8__534___,1,1,1,1,1,1,1,20241027,20251126
363_8__534___,1,1,1,1,1,1,1,20241027,20251126
364_8__534___,1,1,1,1,1,1,1,20241027,20251126
365_8__534___,1,1,1,1,1,1,1,20241027,20251126
981_8__534___,0,0,0,0,1,1,1,20241027,20251124
975_8__534___,1,1,1,1,1,0,0,20241028,20251126
