service_id,date,exception_type
934_8__523___,20241101,2
939_8__523___,20241101,2
995_8__523___,20241101,2
997_8__523___,20241101,2
998_8__523___,20241101,2
725_8__523___,20241109,2
726_8__523___,20241109,2
727_8__523___,20241109,2
923_8__523___,20241109,2
948_8__523___,20241109,2
965_8__523___,20241109,2
438_8__525___,20241101,2
439_8__525___,20241101,2
440_8__525___,20241101,2
441_8__525___,20241101,2
442_8__525___,20241101,2
443_8__525___,20241101,2
175_8__526___,20241101,2
176_8__526___,20241101,2
177_8__526___,20241101,2
178_8__526___,20241101,2
179_8__526___,20241101,2
185_8__526___,20241101,2
186_8__526___,20241101,2
943_8__526___,20241101,2
945_8__526___,20241101,2
946_8__526___,20241101,2
957_8__528___,20241108,2
957_8__528___,20241115,2
957_8__528___,20241122,2
958_8__528___,20241108,2
958_8__528___,20241115,2
958_8__528___,20241122,2
215_8__528___,20241101,2
216_8__528___,20241101,2
610_8__528___,20241101,2
611_8__528___,20241101,2
614_8__528___,20241101,2
615_8__528___,20241101,2
779_8__528___,20241101,2
953_8__528___,20241101,2
954_8__528___,20241101,2
955_8__528___,20241101,2
956_8__528___,20241101,2
959_8__528___,20241101,2
960_8__528___,20241101,2
967_8__528___,20241101,2
968_8__528___,20241101,2
603_8__529___,20241108,2
603_8__529___,20241115,2
603_8__529___,20241122,2
990_8__529___,20241108,2
990_8__529___,20241115,2
990_8__529___,20241122,2
379_8__529___,20241101,2
385_8__529___,20241101,2
386_8__529___,20241101,2
387_8__529___,20241101,2
389_8__529___,20241101,2
390_8__529___,20241101,2
607_8__529___,20241101,2
617_8__529___,20241101,2
901_8__529___,20241101,2
970_8__529___,20241101,2
380_8__529_A__,20241108,2
380_8__529_A__,20241115,2
380_8__529_A__,20241122,2
991_8__529_A__,20241108,2
991_8__529_A__,20241115,2
991_8__529_A__,20241122,2
221_8__529_A__,20241101,2
385_8__529_A__,20241101,2
386_8__529_A__,20241101,2
602_8__529_A__,20241101,2
603_8__529_A__,20241101,2
609_8__529_A__,20241101,2
385_8__529_H__,20241108,2
385_8__529_H__,20241115,2
385_8__529_H__,20241122,2
387_8__529_H__,20241108,2
387_8__529_H__,20241115,2
387_8__529_H__,20241122,2
222_8__529_H__,20241101,2
602_8__529_H__,20241101,2
603_8__529_H__,20241101,2
606_8__529_H__,20241101,2
607_8__529_H__,20241101,2
608_8__529_H__,20241101,2
609_8__529_H__,20241101,2
854_8__530___,20241101,2
94_8__530___,20241101,2
999_8__530___,20241101,2
987_8__531___,20241108,2
987_8__531___,20241115,2
987_8__531___,20241122,2
988_8__531___,20241108,2
988_8__531___,20241115,2
988_8__531___,20241122,2
381_8__531___,20241101,2
382_8__531___,20241101,2
626_8__531___,20241101,2
627_8__531___,20241101,2
989_8__531_A__,20241108,2
989_8__531_A__,20241115,2
989_8__531_A__,20241122,2
381_8__531_A__,20241101,2
382_8__531_A__,20241101,2
626_8__531_A__,20241101,2
627_8__531_A__,20241101,2
983_8__531_A__,20241101,2
371_8__532___,20241101,2
372_8__532___,20241101,2
982_8__532___,20241101,2
992_8__532___,20241101,2
981_8__534___,20241108,2
981_8__534___,20241115,2
981_8__534___,20241122,2
975_8__534___,20241101,2
976_8__534___,20241101,2
978_8__534___,20241101,2
979_8__534___,20241101,2
980_8__534___,20241101,2
996_8__534___,20241031,2
973_8__534___,20241101,2
993_8__534___,20241108,2
993_8__534___,20241115,2
993_8__534___,20241122,2
778_8__538___,20241108,2
778_8__538___,20241115,2
778_8__538___,20241122,2
424_8__538___,20241101,2
425_8__538___,20241101,2
426_8__538___,20241101,2
427_8__538___,20241101,2
428_8__538___,20241101,2
429_8__538___,20241101,2
430_8__538___,20241101,2
431_8__538___,20241101,2
695_8__539___,20241101,2
696_8__539___,20241101,2
950_8__539___,20241101,2
964_8__539___,20241101,2
977_8__539___,20241101,2
986_8__539___,20241101,2
994_8__539___,20241101,2
680_8_N_501___,20241107,2
680_8_N_501___,20241114,2
680_8_N_501___,20241121,2
681_8_N_501___,20241107,2
681_8_N_501___,20241114,2
681_8_N_501___,20241121,2
682_8_N_501___,20241107,2
682_8_N_501___,20241114,2
682_8_N_501___,20241121,2
686_8_N_502___,20241107,2
686_8_N_502___,20241114,2
686_8_N_502___,20241121,2
687_8_N_502___,20241107,2
687_8_N_502___,20241114,2
687_8_N_502___,20241121,2
688_8_N_502___,20241107,2
688_8_N_502___,20241114,2
688_8_N_502___,20241121,2
683_8_N_503___,20241107,2
683_8_N_503___,20241114,2
683_8_N_503___,20241121,2
689_8_N_503___,20241107,2
689_8_N_503___,20241114,2
689_8_N_503___,20241121,2
693_8_N_504___,20241107,2
693_8_N_504___,20241114,2
693_8_N_504___,20241121,2
214_8_N_505___,20241107,2
214_8_N_505___,20241114,2
214_8_N_505___,20241121,2
947_9__1__092_,20241108,2
947_9__1__092_,20241115,2
947_9__1__092_,20241122,2
195_9__1__092_,20241101,2
197_9__1__092_,20241101,2
198_9__1__092_,20241101,2
701_9__1__092_,20241101,2
702_9__1__092_,20241101,2
703_9__1__092_,20241101,2
704_9__1__092_,20241101,2
705_9__1__092_,20241101,2
706_9__1__092_,20241101,2
256_9__1__007_,20241101,2
257_9__1__007_,20241101,2
790_9__1__007_,20241101,2
240_9__2__092_,20241108,2
240_9__2__092_,20241115,2
240_9__2__092_,20241122,2
541_9__2__007_,20241101,2
542_9__2__007_,20241101,2
543_9__2__007_,20241101,2
544_9__2__007_,20241101,2
391_9__3__092_,20241101,2
392_9__3__092_,20241101,2
927_9__4__092_,20241108,2
927_9__4__092_,20241115,2
927_9__4__092_,20241122,2
405_9__4__092_,20241101,2
406_9__4__092_,20241101,2
940_9__4__092_,20241101,2
941_9__4__092_,20241101,2
932_9__5__092_,20241108,2
932_9__5__092_,20241115,2
932_9__5__092_,20241122,2
163_9__5__092_,20241101,2
164_9__5__092_,20241101,2
267_9__5__092_,20241101,2
268_9__5__092_,20241101,2
301_9__5__092_,20241101,2
302_9__5__092_,20241101,2
928_9__5__092_,20241101,2
931_9__5__092_,20241101,2
933_9__5__092_,20241108,2
933_9__5__092_,20241115,2
933_9__5__092_,20241122,2
