service_id,date,exception_type
711_8__510___,20241108,2
711_8__510___,20241115,2
711_8__510___,20241122,2
712_8__510___,20241108,2
712_8__510___,20241115,2
712_8__510___,20241122,2
23_8__510___,20241101,2
239_8__510___,20241101,2
24_8__510___,20241101,2
53_8__510___,20241101,2
713_8__510___,20241101,2
714_8__510___,20241101,2
715_8__510___,20241101,2
716_8__510___,20241101,2
353_8__510_A__,20241101,2
354_8__510_A__,20241101,2
355_8__510_A__,20241101,2
356_8__510_A__,20241101,2
357_8__510_A__,20241101,2
358_8__510_A__,20241101,2
720_8__511___,20241102,2
720_8__511___,20241116,2
720_8__511___,20241123,2
10_8__511___,20241101,2
11_8__511___,20241101,2
12_8__511___,20241101,2
723_8__511___,20241101,2
724_8__511___,20241101,2
9_8__511___,20241101,2
719_8__511___,20241109,2
729_8__512___,20241102,2
729_8__512___,20241116,2
729_8__512___,20241123,2
730_8__512___,20241102,2
730_8__512___,20241116,2
730_8__512___,20241123,2
731_8__512___,20241102,2
731_8__512___,20241116,2
731_8__512___,20241123,2
15_8__512___,20241101,2
42_8__512___,20241101,2
43_8__512___,20241101,2
44_8__512___,20241101,2
45_8__512___,20241101,2
46_8__512___,20241101,2
48_8__512___,20241101,2
49_8__512___,20241101,2
50_8__512___,20241101,2
51_8__512___,20241101,2
732_8__512___,20241101,2
733_8__512___,20241101,2
734_8__512___,20241101,2
735_8__512___,20241101,2
736_8__512___,20241101,2
737_8__512___,20241101,2
738_8__512___,20241101,2
746_8__512___,20241109,2
747_8__512___,20241109,2
748_8__512___,20241109,2
749_8__512___,20241109,2
753_8__513___,20241102,2
753_8__513___,20241116,2
753_8__513___,20241123,2
754_8__513___,20241102,2
754_8__513___,20241116,2
754_8__513___,20241123,2
755_8__513___,20241102,2
755_8__513___,20241116,2
755_8__513___,20241123,2
756_8__513___,20241102,2
756_8__513___,20241116,2
756_8__513___,20241123,2
64_8__513___,20241101,2
65_8__513___,20241101,2
66_8__513___,20241101,2
68_8__513___,20241101,2
69_8__513___,20241101,2
70_8__513___,20241101,2
71_8__513___,20241101,2
72_8__513___,20241101,2
73_8__513___,20241101,2
761_8__513___,20241101,2
770_8__513___,20241109,2
771_8__513___,20241109,2
772_8__513___,20241109,2
773_8__513___,20241109,2
326_8__516___,20241101,2
327_8__516___,20241101,2
338_8__516___,20241101,2
339_8__516___,20241101,2
341_8__516___,20241101,2
343_8__516___,20241101,2
785_8__516___,20241101,2
786_8__516___,20241101,2
789_8__516___,20241101,2
796_8__516___,20241101,2
801_8__516___,20241101,2
860_8__516___,20241101,2
969_8__516___,20241101,2
791_8__518___,20241108,2
791_8__518___,20241115,2
791_8__518___,20241122,2
792_8__518___,20241108,2
792_8__518___,20241115,2
792_8__518___,20241122,2
793_8__518___,20241108,2
793_8__518___,20241115,2
793_8__518___,20241122,2
794_8__518___,20241108,2
794_8__518___,20241115,2
794_8__518___,20241122,2
795_8__518___,20241108,2
795_8__518___,20241115,2
795_8__518___,20241122,2
233_8__518___,20241101,2
234_8__518___,20241101,2
235_8__518___,20241101,2
236_8__518___,20241101,2
237_8__518___,20241101,2
238_8__518___,20241101,2
250_8__518___,20241101,2
258_8__518___,20241101,2
350_8__518___,20241101,2
551_8__518___,20241101,2
802_8__518___,20241101,2
803_8__518___,20241101,2
804_8__518___,20241101,2
805_8__518___,20241101,2
806_8__518___,20241101,2
807_8__518___,20241101,2
808_8__518___,20241101,2
809_8__518___,20241101,2
810_8__518___,20241101,2
811_8__518___,20241101,2
812_8__518___,20241101,2
813_8__518___,20241101,2
814_8__518___,20241101,2
815_8__518___,20241101,2
816_8__518___,20241101,2
961_8__518___,20241101,2
962_8__518___,20241101,2
963_8__518___,20241101,2
974_8__518___,20241109,2
851_8__519___,20241108,2
851_8__519___,20241115,2
851_8__519___,20241122,2
161_8__519___,20241101,2
162_8__519___,20241101,2
31_8__519___,20241101,2
531_8__519___,20241101,2
844_8__519___,20241101,2
845_8__519___,20241101,2
97_8__519___,20241101,2
395_8__519_A__,20241101,2
396_8__519_A__,20241101,2
855_8__520___,20241108,2
855_8__520___,20241115,2
855_8__520___,20241122,2
856_8__520___,20241108,2
856_8__520___,20241115,2
856_8__520___,20241122,2
116_8__520___,20241101,2
117_8__520___,20241101,2
119_8__520___,20241101,2
121_8__520___,20241101,2
852_8__520___,20241101,2
155_8__521___,20241102,2
155_8__521___,20241116,2
155_8__521___,20241123,2
858_8__521___,20241102,2
858_8__521___,20241116,2
858_8__521___,20241123,2
859_8__521___,20241102,2
859_8__521___,20241116,2
859_8__521___,20241123,2
921_8__521___,20241102,2
921_8__521___,20241116,2
921_8__521___,20241123,2
922_8__521___,20241102,2
922_8__521___,20241116,2
922_8__521___,20241123,2
134_8__521___,20241101,2
134_8__521___,20241109,2
138_8__521___,20241101,2
139_8__521___,20241101,2
140_8__521___,20241101,2
140_8__521___,20241109,2
141_8__521___,20241101,2
141_8__521___,20241109,2
143_8__521___,20241101,2
145_8__521___,20241101,2
146_8__521___,20241101,2
146_8__521___,20241109,2
147_8__521___,20241101,2
148_8__521___,20241101,2
149_8__521___,20241101,2
151_8__521___,20241101,2
152_8__521___,20241101,2
153_8__521___,20241101,2
158_8__521___,20241101,2
159_8__521___,20241101,2
159_8__521___,20241109,2
160_8__521___,20241101,2
684_8__521___,20241101,2
840_8__521___,20241101,2
861_8__521___,20241101,2
862_8__521___,20241101,2
902_8__521___,20241109,2
871_8__522___,20241102,2
871_8__522___,20241116,2
871_8__522___,20241123,2
872_8__522___,20241102,2
872_8__522___,20241116,2
872_8__522___,20241123,2
873_8__522___,20241102,2
873_8__522___,20241116,2
873_8__522___,20241123,2
245_8__522___,20241101,2
246_8__522___,20241101,2
247_8__522___,20241101,2
248_8__522___,20241101,2
259_8__522___,20241101,2
260_8__522___,20241101,2
263_8__522___,20241101,2
263_8__522___,20241109,2
264_8__522___,20241101,2
264_8__522___,20241109,2
265_8__522___,20241101,2
266_8__522___,20241101,2
320_8__522___,20241101,2
320_8__522___,20241109,2
321_8__522___,20241101,2
321_8__522___,20241109,2
324_8__522___,20241101,2
325_8__522___,20241101,2
817_8__522___,20241101,2
849_8__522___,20241101,2
883_8__522___,20241101,2
884_8__522___,20241101,2
885_8__522___,20241101,2
886_8__522___,20241101,2
887_8__522___,20241101,2
888_8__522___,20241101,2
710_8__522___,20241109,2
717_8__522___,20241109,2
718_8__522___,20241109,2
670_8__523___,20241102,2
670_8__523___,20241116,2
670_8__523___,20241123,2
889_8__523___,20241102,2
889_8__523___,20241116,2
889_8__523___,20241123,2
890_8__523___,20241102,2
890_8__523___,20241116,2
890_8__523___,20241123,2
891_8__523___,20241102,2
891_8__523___,20241116,2
891_8__523___,20241123,2
892_8__523___,20241102,2
892_8__523___,20241116,2
892_8__523___,20241123,2
278_8__523___,20241101,2
278_8__523___,20241109,2
280_8__523___,20241101,2
280_8__523___,20241109,2
281_8__523___,20241101,2
281_8__523___,20241109,2
282_8__523___,20241101,2
283_8__523___,20241101,2
284_8__523___,20241101,2
285_8__523___,20241101,2
286_8__523___,20241101,2
287_8__523___,20241101,2
288_8__523___,20241101,2
305_8__523___,20241101,2
306_8__523___,20241101,2
307_8__523___,20241101,2
308_8__523___,20241101,2
309_8__523___,20241101,2
310_8__523___,20241101,2
313_8__523___,20241101,2
314_8__523___,20241101,2
314_8__523___,20241109,2
315_8__523___,20241101,2
316_8__523___,20241101,2
317_8__523___,20241101,2
910_8__523___,20241101,2
913_8__523___,20241101,2
916_8__523___,20241101,2
918_8__523___,20241101,2
919_8__523___,20241101,2
929_8__523___,20241101,2
930_8__523___,20241101,2
