service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
259_8__625___,1,1,1,1,1,0,0,20241028,20251126
510_8__625___,1,1,1,1,1,0,0,20241028,20251126
511_8__625___,1,1,1,1,1,0,0,20241028,20251126
512_8__625___,1,1,1,1,1,0,0,20241028,20251126
513_8__625___,1,1,1,1,1,0,0,20241028,20251126
514_8__625___,1,1,1,1,1,0,0,20241028,20251126
515_8__625___,1,1,1,1,1,0,0,20241028,20251126
261_8__626___,1,1,1,1,1,1,1,20241027,20251126
262_8__626___,1,1,1,1,1,1,1,20241027,20251126
263_8__626___,1,1,1,1,1,1,1,20241027,20251126
264_8__626___,1,1,1,1,1,1,1,20241027,20251126
265_8__626___,1,1,1,1,1,1,1,20241027,20251126
266_8__626___,1,1,1,1,1,0,0,20241028,20251126
267_8__626___,1,1,1,1,1,0,0,20241028,20251126
2601_8__626_A__,1,1,1,1,1,0,0,20241028,20251126
2602_8__626_A__,1,1,1,1,1,0,0,20241028,20251126
271_8__627___,1,1,1,1,1,1,1,20241027,20251126
272_8__627___,1,1,1,1,1,1,1,20241027,20251126
273_8__627___,1,1,1,1,1,1,1,20241027,20251126
274_8__627___,1,1,1,1,1,1,1,20241027,20251126
275_8__627___,1,1,1,1,1,1,1,20241027,20251126
276_8__627___,1,1,1,1,1,1,1,20241027,20251126
277_8__627___,1,1,1,1,1,0,0,20241028,20251126
278_8__627___,1,1,1,1,1,0,0,20241028,20251126
279_8__627___,1,1,1,1,1,0,0,20241028,20251126
710_8__627___,1,1,1,1,1,0,0,20241028,20251126
711_8__627___,1,1,1,1,1,0,0,20241028,20251126
712_8__627___,1,1,1,1,1,0,0,20241028,20251126
713_8__627___,1,1,1,1,1,0,0,20241028,20251126
714_8__627___,1,1,1,1,1,0,0,20241028,20251126
907_8__627___,1,1,1,1,1,0,0,20241028,20251126
281_8__628___,1,1,1,1,1,1,1,20241027,20251126
282_8__628___,1,1,1,1,1,1,1,20241027,20251126
283_8__628___,1,1,1,1,1,1,1,20241027,20251126
284_8__628___,1,1,1,1,1,0,0,20241028,20251126
285_8__628___,1,1,1,1,1,0,0,20241028,20251126
286_8__628___,1,1,1,1,1,0,0,20241028,20251126
287_8__628___,1,1,1,1,1,0,0,20241028,20251126
288_8__628___,1,1,1,1,1,0,0,20241028,20251126
289_8__628___,1,1,1,1,1,0,0,20241028,20251126
881_8__628___,0,0,0,1,1,1,0,20241031,20251123
291_8__629___,1,1,1,1,1,1,1,20241027,20251126
292_8__629___,1,1,1,1,1,1,1,20241027,20251126
293_8__629___,1,1,1,1,1,0,0,20241028,20251126
294_8__629___,1,1,1,1,1,0,0,20241028,20251126
295_8__629___,1,1,1,1,1,0,0,20241028,20251126
903_8_N_903___,1,1,1,1,0,0,1,20241027,20251126
91_8_N_903___,0,0,0,1,1,1,0,20241031,20251123
92_8_N_903___,0,0,0,1,1,1,0,20241031,20251123
93_8_N_903___,0,0,0,1,1,1,0,20241031,20251123
907_8_N_907___,1,1,1,1,1,1,1,20241027,20251126
11_9__1__127_,1,1,1,1,1,1,1,20241027,20251126
12_9__1__127_,1,1,1,1,1,0,0,20241028,20251126
21_9__2__127_,1,1,1,1,1,1,1,20241027,20251126
22_9__2__127_,1,1,1,1,1,0,0,20241028,20251126
23_9__2__127_,1,1,1,1,1,0,0,20241028,20251126
24_9__2__127_,1,1,1,1,1,0,0,20241028,20251126
25_9__2__127_,1,1,1,1,1,0,0,20241028,20251126
