service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
130617_9__2__005_,0,0,0,0,0,1,0,20241102,20251123
130631_9__2__005_,0,0,0,0,0,1,0,20241102,20251123
130661_9__2__005_,0,0,0,0,0,1,0,20241102,20251123
130665_9__2__005_,0,0,0,0,0,1,0,20241102,20251123
130723_9__3__005_,0,0,0,0,0,0,1,20241027,20251124
130750_9__3__005_,0,0,0,0,0,0,1,20241027,20251124
130767_9__3__005_,0,0,0,0,0,0,1,20241027,20251124
130769_9__3__005_,0,0,0,0,0,0,1,20241027,20251124
131164_9__3__005_,1,1,1,0,0,0,0,20241028,20241030
131177_9__3__005_,1,1,1,0,0,0,0,20241028,20241030
131227_9__3__005_,1,1,1,0,0,0,0,20241028,20241030
131251_9__3__005_,1,1,1,0,0,0,0,20241028,20241030
131354_9__3__005_,0,0,0,1,0,0,0,20241031,20241031
131367_9__3__005_,0,0,0,1,0,0,0,20241031,20241031
131419_9__3__005_,0,0,0,1,0,0,0,20241031,20241031
131445_9__3__005_,0,0,0,1,0,0,0,20241031,20241031
131504_9__3__005_,0,0,0,0,1,0,0,20241101,20241101
131534_9__3__005_,0,0,0,0,1,0,0,20241101,20241101
131552_9__3__005_,0,0,0,0,1,0,0,20241101,20241101
131554_9__3__005_,0,0,0,0,1,0,0,20241101,20241101
130603_9__3__005_,0,0,0,0,0,1,0,20241102,20251123
130609_9__3__005_,0,0,0,0,0,1,0,20241102,20251123
130643_9__3__005_,0,0,0,0,0,1,0,20241102,20251123
130664_9__3__005_,0,0,0,0,0,1,0,20241102,20251123
130733_9__5__005_,0,0,0,0,0,0,1,20241027,20251124
130743_9__5__005_,0,0,0,0,0,0,1,20241027,20251124
130749_9__5__005_,0,0,0,0,0,0,1,20241027,20251124
130753_9__5__005_,0,0,0,0,0,0,1,20241027,20251124
130759_9__5__005_,0,0,0,0,0,0,1,20241027,20251124
130774_9__5__005_,0,0,0,0,0,0,1,20241027,20251124
131183_9__5__005_,1,1,1,0,0,0,0,20241028,20241030
131194_9__5__005_,1,1,1,0,0,0,0,20241028,20241030
131209_9__5__005_,1,1,1,0,0,0,0,20241028,20241030
131225_9__5__005_,1,1,1,0,0,0,0,20241028,20241030
131226_9__5__005_,1,1,1,0,0,0,0,20241028,20241030
131237_9__5__005_,1,1,1,0,0,0,0,20241028,20241030
131246_9__5__005_,1,1,1,0,0,0,0,20241028,20241030
131250_9__5__005_,1,1,1,0,0,0,0,20241028,20241030
131373_9__5__005_,0,0,0,1,0,0,0,20241031,20241031
131384_9__5__005_,0,0,0,1,0,0,0,20241031,20241031
131400_9__5__005_,0,0,0,1,0,0,0,20241031,20241031
131417_9__5__005_,0,0,0,1,0,0,0,20241031,20241031
131418_9__5__005_,0,0,0,1,0,0,0,20241031,20241031
131430_9__5__005_,0,0,0,1,0,0,0,20241031,20241031
131440_9__5__005_,0,0,0,1,0,0,0,20241031,20241031
131444_9__5__005_,0,0,0,1,0,0,0,20241031,20241031
131514_9__5__005_,0,0,0,0,1,0,0,20241101,20241101
131527_9__5__005_,0,0,0,0,1,0,0,20241101,20241101
131533_9__5__005_,0,0,0,0,1,0,0,20241101,20241101
131537_9__5__005_,0,0,0,0,1,0,0,20241101,20241101
131543_9__5__005_,0,0,0,0,1,0,0,20241101,20241101
131559_9__5__005_,0,0,0,0,1,0,0,20241101,20241101
130614_9__5__005_,0,0,0,0,0,1,0,20241102,20251123
130626_9__5__005_,0,0,0,0,0,1,0,20241102,20251123
130630_9__5__005_,0,0,0,0,0,1,0,20241102,20251123
130634_9__5__005_,0,0,0,0,0,1,0,20241102,20251123
130652_9__5__005_,0,0,0,0,0,1,0,20241102,20251123
130653_9__5__005_,0,0,0,0,0,1,0,20241102,20251123
130660_9__5__005_,0,0,0,0,0,1,0,20241102,20251123
130663_9__5__005_,0,0,0,0,0,1,0,20241102,20251123
130729_9__6__005_,0,0,0,0,0,0,1,20241027,20251124
130735_9__6__005_,0,0,0,0,0,0,1,20241027,20251124
130741_9__6__005_,0,0,0,0,0,0,1,20241027,20251124
130748_9__6__005_,0,0,0,0,0,0,1,20241027,20251124
130758_9__6__005_,0,0,0,0,0,0,1,20241027,20251124
130773_9__6__005_,0,0,0,0,0,0,1,20241027,20251124
131162_9__6__005_,1,1,1,0,0,0,0,20241028,20241030
131163_9__6__005_,1,1,1,0,0,0,0,20241028,20241030
131176_9__6__005_,1,1,1,0,0,0,0,20241028,20241030
131182_9__6__005_,1,1,1,0,0,0,0,20241028,20241030
131188_9__6__005_,1,1,1,0,0,0,0,20241028,20241030
131193_9__6__005_,1,1,1,0,0,0,0,20241028,20241030
131200_9__6__005_,1,1,1,0,0,0,0,20241028,20241030
131211_9__6__005_,1,1,1,0,0,0,0,20241028,20241030
131231_9__6__005_,1,1,1,0,0,0,0,20241028,20241030
131352_9__6__005_,0,0,0,1,0,0,0,20241031,20241031
131353_9__6__005_,0,0,0,1,0,0,0,20241031,20241031
131366_9__6__005_,0,0,0,1,0,0,0,20241031,20241031
131372_9__6__005_,0,0,0,1,0,0,0,20241031,20241031
131378_9__6__005_,0,0,0,1,0,0,0,20241031,20241031
131383_9__6__005_,0,0,0,1,0,0,0,20241031,20241031
131391_9__6__005_,0,0,0,1,0,0,0,20241031,20241031
131403_9__6__005_,0,0,0,1,0,0,0,20241031,20241031
131424_9__6__005_,0,0,0,1,0,0,0,20241031,20241031
131510_9__6__005_,0,0,0,0,1,0,0,20241101,20241101
131516_9__6__005_,0,0,0,0,1,0,0,20241101,20241101
131524_9__6__005_,0,0,0,0,1,0,0,20241101,20241101
131532_9__6__005_,0,0,0,0,1,0,0,20241101,20241101
131542_9__6__005_,0,0,0,0,1,0,0,20241101,20241101
131558_9__6__005_,0,0,0,0,1,0,0,20241101,20241101
130602_9__6__005_,0,0,0,0,0,1,0,20241102,20251123
130613_9__6__005_,0,0,0,0,0,1,0,20241102,20251123
130625_9__6__005_,0,0,0,0,0,1,0,20241102,20251123
130629_9__6__005_,0,0,0,0,0,1,0,20241102,20251123
130641_9__6__005_,0,0,0,0,0,1,0,20241102,20251123
130642_9__6__005_,0,0,0,0,0,1,0,20241102,20251123
130662_9__6__005_,0,0,0,0,0,1,0,20241102,20251123
130738_9__7__005_,0,0,0,0,0,0,1,20241027,20251124
130746_9__7__005_,0,0,0,0,0,0,1,20241027,20251124
130747_9__7__005_,0,0,0,0,0,0,1,20241027,20251124
130761_9__7__005_,0,0,0,0,0,0,1,20241027,20251124
130771_9__7__005_,0,0,0,0,0,0,1,20241027,20251124
130772_9__7__005_,0,0,0,0,0,0,1,20241027,20251124
131161_9__7__005_,1,1,1,0,0,0,0,20241028,20241030
131169_9__7__005_,1,1,1,0,0,0,0,20241028,20241030
131175_9__7__005_,1,1,1,0,0,0,0,20241028,20241030
131187_9__7__005_,1,1,1,0,0,0,0,20241028,20241030
131192_9__7__005_,1,1,1,0,0,0,0,20241028,20241030
131203_9__7__005_,1,1,1,0,0,0,0,20241028,20241030
131208_9__7__005_,1,1,1,0,0,0,0,20241028,20241030
131210_9__7__005_,1,1,1,0,0,0,0,20241028,20241030
131224_9__7__005_,1,1,1,0,0,0,0,20241028,20241030
131230_9__7__005_,1,1,1,0,0,0,0,20241028,20241030
131236_9__7__005_,1,1,1,0,0,0,0,20241028,20241030
131241_9__7__005_,1,1,1,0,0,0,0,20241028,20241030
131351_9__7__005_,0,0,0,1,0,0,0,20241031,20241031
131359_9__7__005_,0,0,0,1,0,0,0,20241031,20241031
131365_9__7__005_,0,0,0,1,0,0,0,20241031,20241031
131377_9__7__005_,0,0,0,1,0,0,0,20241031,20241031
131382_9__7__005_,0,0,0,1,0,0,0,20241031,20241031
131394_9__7__005_,0,0,0,1,0,0,0,20241031,20241031
131399_9__7__005_,0,0,0,1,0,0,0,20241031,20241031
131402_9__7__005_,0,0,0,1,0,0,0,20241031,20241031
131416_9__7__005_,0,0,0,1,0,0,0,20241031,20241031
131423_9__7__005_,0,0,0,1,0,0,0,20241031,20241031
131429_9__7__005_,0,0,0,1,0,0,0,20241031,20241031
131435_9__7__005_,0,0,0,1,0,0,0,20241031,20241031
131521_9__7__005_,0,0,0,0,1,0,0,20241101,20241101
131530_9__7__005_,0,0,0,0,1,0,0,20241101,20241101
131531_9__7__005_,0,0,0,0,1,0,0,20241101,20241101
131545_9__7__005_,0,0,0,0,1,0,0,20241101,20241101
131556_9__7__005_,0,0,0,0,1,0,0,20241101,20241101
131557_9__7__005_,0,0,0,0,1,0,0,20241101,20241101
130619_9__7__005_,0,0,0,0,0,1,0,20241102,20251123
130628_9__7__005_,0,0,0,0,0,1,0,20241102,20251123
130639_9__7__005_,0,0,0,0,0,1,0,20241102,20251123
130640_9__7__005_,0,0,0,0,0,1,0,20241102,20251123
130650_9__7__005_,0,0,0,0,0,1,0,20241102,20251123
130651_9__7__005_,0,0,0,0,0,1,0,20241102,20251123
130737_9__8__005_,0,0,0,0,0,0,1,20241027,20251124
130745_9__8__005_,0,0,0,0,0,0,1,20241027,20251124
130757_9__8__005_,0,0,0,0,0,0,1,20241027,20251124
130770_9__8__005_,0,0,0,0,0,0,1,20241027,20251124
131173_9__8__005_,1,1,1,0,0,0,0,20241028,20241030
131174_9__8__005_,1,1,1,0,0,0,0,20241028,20241030
131186_9__8__005_,1,1,1,0,0,0,0,20241028,20241030
131207_9__8__005_,1,1,1,0,0,0,0,20241028,20241030
131223_9__8__005_,1,1,1,0,0,0,0,20241028,20241030
131235_9__8__005_,1,1,1,0,0,0,0,20241028,20241030
131363_9__8__005_,0,0,0,1,0,0,0,20241031,20241031
131364_9__8__005_,0,0,0,1,0,0,0,20241031,20241031
131376_9__8__005_,0,0,0,1,0,0,0,20241031,20241031
131398_9__8__005_,0,0,0,1,0,0,0,20241031,20241031
131415_9__8__005_,0,0,0,1,0,0,0,20241031,20241031
131428_9__8__005_,0,0,0,1,0,0,0,20241031,20241031
131520_9__8__005_,0,0,0,0,1,0,0,20241101,20241101
131529_9__8__005_,0,0,0,0,1,0,0,20241101,20241101
131541_9__8__005_,0,0,0,0,1,0,0,20241101,20241101
131555_9__8__005_,0,0,0,0,1,0,0,20241101,20241101
130608_9__8__005_,0,0,0,0,0,1,0,20241102,20251123
130624_9__8__005_,0,0,0,0,0,1,0,20241102,20251123
130638_9__8__005_,0,0,0,0,0,1,0,20241102,20251123
130649_9__8__005_,0,0,0,0,0,1,0,20241102,20251123
130734_9__9__005_,0,0,0,0,0,0,1,20241027,20251124
130740_9__9__005_,0,0,0,0,0,0,1,20241027,20251124
131181_9__9__005_,1,1,1,0,0,0,0,20241028,20241030
131199_9__9__005_,1,1,1,0,0,0,0,20241028,20241030
131206_9__9__005_,1,1,1,0,0,0,0,20241028,20241030
131222_9__9__005_,1,1,1,0,0,0,0,20241028,20241030
131371_9__9__005_,0,0,0,1,0,0,0,20241031,20241031
131390_9__9__005_,0,0,0,1,0,0,0,20241031,20241031
131397_9__9__005_,0,0,0,1,0,0,0,20241031,20241031
131414_9__9__005_,0,0,0,1,0,0,0,20241031,20241031
131515_9__9__005_,0,0,0,0,1,0,0,20241101,20241101
131523_9__9__005_,0,0,0,0,1,0,0,20241101,20241101
130623_9__9__005_,0,0,0,0,0,1,0,20241102,20251123
130632_9__9__005_,0,0,0,0,0,1,0,20241102,20251123
130732_9__10__005_,0,0,0,0,0,0,1,20241027,20251124
130744_9__10__005_,0,0,0,0,0,0,1,20241027,20251124
130760_9__10__005_,0,0,0,0,0,0,1,20241027,20251124
130766_9__10__005_,0,0,0,0,0,0,1,20241027,20251124
131185_9__10__005_,1,1,1,0,0,0,0,20241028,20241030
131198_9__10__005_,1,1,1,0,0,0,0,20241028,20241030
131218_9__10__005_,1,1,1,0,0,0,0,20241028,20241030
131229_9__10__005_,1,1,1,0,0,0,0,20241028,20241030
131234_9__10__005_,1,1,1,0,0,0,0,20241028,20241030
131240_9__10__005_,1,1,1,0,0,0,0,20241028,20241030
131375_9__10__005_,0,0,0,1,0,0,0,20241031,20241031
131388_9__10__005_,0,0,0,1,0,0,0,20241031,20241031
131389_9__10__005_,0,0,0,1,0,0,0,20241031,20241031
131410_9__10__005_,0,0,0,1,0,0,0,20241031,20241031
131422_9__10__005_,0,0,0,1,0,0,0,20241031,20241031
131427_9__10__005_,0,0,0,1,0,0,0,20241031,20241031
131434_9__10__005_,0,0,0,1,0,0,0,20241031,20241031
131513_9__10__005_,0,0,0,0,1,0,0,20241101,20241101
131519_9__10__005_,0,0,0,0,1,0,0,20241101,20241101
131528_9__10__005_,0,0,0,0,1,0,0,20241101,20241101
131544_9__10__005_,0,0,0,0,1,0,0,20241101,20241101
131551_9__10__005_,0,0,0,0,1,0,0,20241101,20241101
130616_9__10__005_,0,0,0,0,0,1,0,20241102,20251123
130627_9__10__005_,0,0,0,0,0,1,0,20241102,20251123
130636_9__10__005_,0,0,0,0,0,1,0,20241102,20251123
130648_9__10__005_,0,0,0,0,0,1,0,20241102,20251123
130658_9__10__005_,0,0,0,0,0,1,0,20241102,20251123
130727_9__11__005_,0,0,0,0,0,0,1,20241027,20251124
130731_9__11__005_,0,0,0,0,0,0,1,20241027,20251124
130752_9__11__005_,0,0,0,0,0,0,1,20241027,20251124
130765_9__11__005_,0,0,0,0,0,0,1,20241027,20251124
131168_9__11__005_,1,1,1,0,0,0,0,20241028,20241030
131191_9__11__005_,1,1,1,0,0,0,0,20241028,20241030
131197_9__11__005_,1,1,1,0,0,0,0,20241028,20241030
131202_9__11__005_,1,1,1,0,0,0,0,20241028,20241030
131217_9__11__005_,1,1,1,0,0,0,0,20241028,20241030
131245_9__11__005_,1,1,1,0,0,0,0,20241028,20241030
131358_9__11__005_,0,0,0,1,0,0,0,20241031,20241031
131381_9__11__005_,0,0,0,1,0,0,0,20241031,20241031
131387_9__11__005_,0,0,0,1,0,0,0,20241031,20241031
131393_9__11__005_,0,0,0,1,0,0,0,20241031,20241031
131401_9__11__005_,0,0,0,1,0,0,0,20241031,20241031
131409_9__11__005_,0,0,0,1,0,0,0,20241031,20241031
131439_9__11__005_,0,0,0,1,0,0,0,20241031,20241031
131508_9__11__005_,0,0,0,0,1,0,0,20241101,20241101
131512_9__11__005_,0,0,0,0,1,0,0,20241101,20241101
131526_9__11__005_,0,0,0,0,1,0,0,20241101,20241101
131536_9__11__005_,0,0,0,0,1,0,0,20241101,20241101
131550_9__11__005_,0,0,0,0,1,0,0,20241101,20241101
130607_9__11__005_,0,0,0,0,0,1,0,20241102,20251123
130615_9__11__005_,0,0,0,0,0,1,0,20241102,20251123
130635_9__11__005_,0,0,0,0,0,1,0,20241102,20251123
130637_9__11__005_,0,0,0,0,0,1,0,20241102,20251123
130657_9__11__005_,0,0,0,0,0,1,0,20241102,20251123
130728_9__1_A_005_,0,0,0,0,0,0,1,20241027,20251124
130754_9__1_A_005_,0,0,0,0,0,0,1,20241027,20251124
130755_9__1_A_005_,0,0,0,0,0,0,1,20241027,20251124
130762_9__1_A_005_,0,0,0,0,0,0,1,20241027,20251124
130763_9__1_A_005_,0,0,0,0,0,0,1,20241027,20251124
130768_9__1_A_005_,0,0,0,0,0,0,1,20241027,20251124
131166_9__1_A_005_,1,1,1,0,0,0,0,20241028,20241030
131167_9__1_A_005_,1,1,1,0,0,0,0,20241028,20241030
131171_9__1_A_005_,1,1,1,0,0,0,0,20241028,20241030
131190_9__1_A_005_,1,1,1,0,0,0,0,20241028,20241030
131204_9__1_A_005_,1,1,1,0,0,0,0,20241028,20241030
131205_9__1_A_005_,1,1,1,0,0,0,0,20241028,20241030
131216_9__1_A_005_,1,1,1,0,0,0,0,20241028,20241030
131221_9__1_A_005_,1,1,1,0,0,0,0,20241028,20241030
131228_9__1_A_005_,1,1,1,0,0,0,0,20241028,20241030
131233_9__1_A_005_,1,1,1,0,0,0,0,20241028,20241030
131239_9__1_A_005_,1,1,1,0,0,0,0,20241028,20241030
131248_9__1_A_005_,1,1,1,0,0,0,0,20241028,20241030
131249_9__1_A_005_,1,1,1,0,0,0,0,20241028,20241030
131253_9__1_A_005_,1,1,1,0,0,0,0,20241028,20241030
131356_9__1_A_005_,0,0,0,1,0,0,0,20241031,20241031
131357_9__1_A_005_,0,0,0,1,0,0,0,20241031,20241031
131361_9__1_A_005_,0,0,0,1,0,0,0,20241031,20241031
131380_9__1_A_005_,0,0,0,1,0,0,0,20241031,20241031
131395_9__1_A_005_,0,0,0,1,0,0,0,20241031,20241031
131396_9__1_A_005_,0,0,0,1,0,0,0,20241031,20241031
131408_9__1_A_005_,0,0,0,1,0,0,0,20241031,20241031
131413_9__1_A_005_,0,0,0,1,0,0,0,20241031,20241031
131421_9__1_A_005_,0,0,0,1,0,0,0,20241031,20241031
131426_9__1_A_005_,0,0,0,1,0,0,0,20241031,20241031
131432_9__1_A_005_,0,0,0,1,0,0,0,20241031,20241031
131433_9__1_A_005_,0,0,0,1,0,0,0,20241031,20241031
131442_9__1_A_005_,0,0,0,1,0,0,0,20241031,20241031
131443_9__1_A_005_,0,0,0,1,0,0,0,20241031,20241031
131447_9__1_A_005_,0,0,0,1,0,0,0,20241031,20241031
131509_9__1_A_005_,0,0,0,0,1,0,0,20241101,20241101
131538_9__1_A_005_,0,0,0,0,1,0,0,20241101,20241101
131539_9__1_A_005_,0,0,0,0,1,0,0,20241101,20241101
131546_9__1_A_005_,0,0,0,0,1,0,0,20241101,20241101
131547_9__1_A_005_,0,0,0,0,1,0,0,20241101,20241101
131548_9__1_A_005_,0,0,0,0,1,0,0,20241101,20241101
131553_9__1_A_005_,0,0,0,0,1,0,0,20241101,20241101
130610_9__1_A_005_,0,0,0,0,0,1,0,20241102,20251123
130618_9__1_A_005_,0,0,0,0,0,1,0,20241102,20251123
130644_9__1_A_005_,0,0,0,0,0,1,0,20241102,20251123
130645_9__1_A_005_,0,0,0,0,0,1,0,20241102,20251123
130646_9__1_A_005_,0,0,0,0,0,1,0,20241102,20251123
130654_9__1_A_005_,0,0,0,0,0,1,0,20241102,20251123
130655_9__1_A_005_,0,0,0,0,0,1,0,20241102,20251123
130656_9__1_A_005_,0,0,0,0,0,1,0,20241102,20251123
130666_9__1_A_005_,0,0,0,0,0,1,0,20241102,20251123
130726_9__1_B_005_,0,0,0,0,0,0,1,20241027,20251124
130736_9__1_B_005_,0,0,0,0,0,0,1,20241027,20251124
130739_9__1_B_005_,0,0,0,0,0,0,1,20241027,20251124
130742_9__1_B_005_,0,0,0,0,0,0,1,20241027,20251124
130756_9__1_B_005_,0,0,0,0,0,0,1,20241027,20251124
130764_9__1_B_005_,0,0,0,0,0,0,1,20241027,20251124
131165_9__1_B_005_,1,1,1,0,0,0,0,20241028,20241030
131172_9__1_B_005_,1,1,1,0,0,0,0,20241028,20241030
131179_9__1_B_005_,1,1,1,0,0,0,0,20241028,20241030
131180_9__1_B_005_,1,1,1,0,0,0,0,20241028,20241030
131189_9__1_B_005_,1,1,1,0,0,0,0,20241028,20241030
131196_9__1_B_005_,1,1,1,0,0,0,0,20241028,20241030
131214_9__1_B_005_,1,1,1,0,0,0,0,20241028,20241030
131215_9__1_B_005_,1,1,1,0,0,0,0,20241028,20241030
131220_9__1_B_005_,1,1,1,0,0,0,0,20241028,20241030
131232_9__1_B_005_,1,1,1,0,0,0,0,20241028,20241030
131244_9__1_B_005_,1,1,1,0,0,0,0,20241028,20241030
131252_9__1_B_005_,1,1,1,0,0,0,0,20241028,20241030
131355_9__1_B_005_,0,0,0,1,0,0,0,20241031,20241031
131362_9__1_B_005_,0,0,0,1,0,0,0,20241031,20241031
131369_9__1_B_005_,0,0,0,1,0,0,0,20241031,20241031
131370_9__1_B_005_,0,0,0,1,0,0,0,20241031,20241031
131379_9__1_B_005_,0,0,0,1,0,0,0,20241031,20241031
131386_9__1_B_005_,0,0,0,1,0,0,0,20241031,20241031
131406_9__1_B_005_,0,0,0,1,0,0,0,20241031,20241031
131407_9__1_B_005_,0,0,0,1,0,0,0,20241031,20241031
131412_9__1_B_005_,0,0,0,1,0,0,0,20241031,20241031
131420_9__1_B_005_,0,0,0,1,0,0,0,20241031,20241031
131425_9__1_B_005_,0,0,0,1,0,0,0,20241031,20241031
131438_9__1_B_005_,0,0,0,1,0,0,0,20241031,20241031
131446_9__1_B_005_,0,0,0,1,0,0,0,20241031,20241031
131507_9__1_B_005_,0,0,0,0,1,0,0,20241101,20241101
131517_9__1_B_005_,0,0,0,0,1,0,0,20241101,20241101
131518_9__1_B_005_,0,0,0,0,1,0,0,20241101,20241101
131522_9__1_B_005_,0,0,0,0,1,0,0,20241101,20241101
131525_9__1_B_005_,0,0,0,0,1,0,0,20241101,20241101
131540_9__1_B_005_,0,0,0,0,1,0,0,20241101,20241101
131549_9__1_B_005_,0,0,0,0,1,0,0,20241101,20241101
130606_9__1_B_005_,0,0,0,0,0,1,0,20241102,20251123
130611_9__1_B_005_,0,0,0,0,0,1,0,20241102,20251123
130612_9__1_B_005_,0,0,0,0,0,1,0,20241102,20251123
130620_9__1_B_005_,0,0,0,0,0,1,0,20241102,20251123
130621_9__1_B_005_,0,0,0,0,0,1,0,20241102,20251123
130622_9__1_B_005_,0,0,0,0,0,1,0,20241102,20251123
130633_9__1_B_005_,0,0,0,0,0,1,0,20241102,20251123
130647_9__1_B_005_,0,0,0,0,0,1,0,20241102,20251123
130659_9__1_B_005_,0,0,0,0,0,1,0,20241102,20251123
