stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
par_8_07616,07616,VÍA LUSITANA-CEMENTERIO SUR,Calle  Vía Lusitana 55,40.3680534362793,-3.74051809310913,A,http://www.crtm.es,0,,Europe/Madrid,2
par_8_07617,07617,VÍA LUSITANA-CEMENTERIO SUR,Calle   Vía Lusitana 55,40.3671913146973,-3.74160385131836,A,http://www.crtm.es,0,,Europe/Madrid,2
par_8_07871,07871,SANTA ROSA-CHARCO,Calle  Santa Rosa 5,40.3303642272949,-3.76994752883911,B1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_07878,07878,SANTA TERESA-ESTACIÓN,Calle   Santa Teresa 6,40.3288364265274,-3.76977055034904,B1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_07880,07880,SANTA ROSA-EST.LEGANÉS CENTRAL,Calle   Santa Rosa 10,40.3289985656738,-3.77070903778076,B1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_07897,07897,AV.DOCTOR MARTÍN VEGUE-AV.GIBRALTAR,Avda   Doctor Martín-Vegue 26,40.3284797668457,-3.75947308540344,B1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_07898,07898,AV.DR.MARTÍN VEGUE-AV.DE LA MANCHA,Avda   Doctor Martín-Vegue 5,40.3290061371799,-3.76182670952805,B1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_07899,07899,AV.DOCTOR MARTÍN VEGUE-SAN MATEO,Avda   Doctor Martín-Vegue 5,40.3291931152344,-3.76201200485229,B1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_07904,07904,AV.UNIVERSIDAD-POLICÍA NACIONAL,Avda   Universidad 23,40.3309363191149,-3.76558008997644,B1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_07905,07905,AV.UNIVERSIDAD-UNIVERSIDAD,Avda   Universidad 25,40.3312227168665,-3.76586585200627,B1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_07907,07907,AV.UNIVERSIDAD-SANTA ROSA,Avda   Universidad 35,40.3312502703095,-3.7685030688959,B1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_07908,07908,AV.UNIVERSIDAD-SANTA ROSA,Avda   Universidad 33,40.3314316888164,-3.76831677605267,B1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_07920,07920,AV.DOCTOR MARTÍN VEGUE-AV.LA MANCHA,Avda   Doctor Martín-Vegue 37,40.3285598754883,-3.75929737091064,B1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_07922,07922,AV.LA MANCHA-PARQUE PABLO RUIZ PICASSO,Avda de la Mancha 14,40.3299799266971,-3.7575880826186,B1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_07927,07927,RIOJA-COLEGIO,Calle de La Rioja 93,40.3299800718604,-3.7520436211332,B1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_07928,07928,RIOJA-COLEGIO,Calle de La Rioja 76,40.3299789237675,-3.75222018366183,B1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_07931,07931,RIOJA-LORA,Calle de La Rioja 58,40.3308448791504,-3.75606226921082,B1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_07932,07932,RIOJA-LORA,Calle de La Rioja 43,40.3307647705078,-3.75588464736938,B1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_07951,07951,RIOJA-ALCUDIA,Calle de La Rioja 88,40.3314652499973,-3.74947028048451,B1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_07952,07952,RIOJA-ALMUNIA,Calle de La Rioja 90,40.3322133290132,-3.74941969641248,B1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_07953,07953,RIOJA-AV.REY JUAN CARLOS I,Calle   Rioja 133,40.3339231711693,-3.7497093773132,B1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_07954,07954,RIOJA-AV.REY JUAN CARLOS I,Calle de La Rioja 118,40.3340408144594,-3.74962827261314,B1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_07955,07955,MONEGROS-AV.REY JUAN CARLOS I,Calle   Monegros 40 B,40.3352165222168,-3.74989485740662,B1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_07957,07957,MONEGROS-MAYORAZGO,Calle   Monegros 36,40.3368721008301,-3.75016045570374,B1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_07958,07958,MONEGROS-MAYORAZGO,Calle   Monegros 65,40.337287902832,-3.75007104873657,B1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_07959,07959,SOMONTANO-PRIORATO,Calle   Somontano 3,40.3376197814941,-3.74883842468262,B1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_07960,07960,SOMONTANO-ESCUELA INFANTIL,Calle  Somontano 3,40.3375511169434,-3.7484610080719,B1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_07969,07969,AV.EUROPA-EST.ZARZAQUEMADA,Avda   Europa 63,40.3398132324219,-3.74847412109375,B1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_08205,08205,CTRA.M421-C.C.PLAZA NUEVA,Ctra  Carabanchel 2,40.3432464599609,-3.75651860237122,B1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_08206,08206,CTRA.M421-C.C.PLAZA NUEVA,Crta.  Carabanchel 2,40.3445663452148,-3.75565028190613,B1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_11905,11905,AV.MARÍA GUERRERO-AV.MARÍA MOLINER,Avda de María Guerrero 6,40.3435554504395,-3.7535548210144,B1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_11906,11906,AV.MARÍA MOLINER-RESIDENCIA,Avda de María Moliner 8,40.3435173034668,-3.75220036506653,B1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_11907,11907,AV.MARÍA MOLINER-PZA.DEL LABERINTO,Avda de María Moliner 26,40.3435897827148,-3.74813914299011,B1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_11908,11908,AV.MARÍA MOLINER-FLORA TRISTÁN,Avda de María Moliner 27,40.3436889648438,-3.7441840171814,B1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_11910,11910,IRENE FERNÁNDEZ-AV.MARÍA MOLINER,Calle   Irene Fernández 28,40.3437843322754,-3.74301958084106,B1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_11911,11911,AV.CARMEN MARTÍN GAITE-CENTRO DE SALUD,Avda de Carmen Martín Gaite 27,40.3454360961914,-3.7484302520752,B1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_11912,11912,AV.CARMEN MARTÍN GAITE-PZA.MÚSICA,Avda de Carmen Martín Gaite 65,40.3455238342285,-3.74448680877686,B1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_11913,11913,AV.CARMEN MARTÍN GAITE-TERESA CLARAMUNT,Avda de Carmen Martín Gaite 15,40.3453559875488,-3.75226783752441,B1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_12826,12826,RONCAL-EST.ZARZAQUEMADA,Calle   Roncal SN,40.3405609130859,-3.74841165542603,B1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_12827,12827,CLARA JANÉS-CENTRO COMERCIAL,Calle de Clara Janés SN,40.3423881530762,-3.74879693984985,B1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_12828,12828,AV.REINA SOFÍA-GABRIELA MISTRAL,Avda de la Reina Sofía 30,40.3425941467285,-3.74585580825806,B1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_12829,12829,AV.REINA SOFÍA-GABRIELA MISTRAL,Avda de la Reina Sofía 33,40.3429069519043,-3.74635362625122,B1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_13121,13121,AV.LA MANCHA-PARQUE PABLO RUIZ PICASSO,Avda de la Mancha 24 B,40.3320309089567,-3.75805835628669,B1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_13122,13122,AV.LA MANCHA-CENTRO DE MAYORES,Avda de la Mancha 33,40.3332290649414,-3.75899648666382,B1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_13123,13123,AV.LA MANCHA-PARQUE PABLO RUIZ PICASSO,Avda de la Mancha 11,40.3301239013672,-3.75860857963562,B1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_16211,16211,MONEGROS-PRIORATO,Calle   Monegros 85,40.3358573913574,-3.74985504150391,B1,http://www.crtm.es,0,,Europe/Madrid,2
