shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
8_N_701____1_a._IT_2,40.467287656972,-3.68885294739251,1000001,0
8_N_701____1_a._IT_2,40.46714012175,-3.68889343058032,1000002,0.016732748314
8_N_701____1_a._IT_2,40.4670381806376,-3.68892368074341,1000003,0.045068326803
8_N_701____1_a._IT_2,40.4670111041876,-3.68893425969746,1000004,0.076540456637
8_N_701____1_a._IT_2,40.4669956333438,-3.68894419169057,1000005,0.109925229577
8_N_701____1_a._IT_2,40.4669839612865,-3.6889632416791,1000006,0.145380519121
8_N_701____1_a._IT_2,40.4669753108577,-3.68899241379406,1000007,0.183488857698
8_N_701____1_a._IT_2,40.4669751304401,-3.68902267981749,1000008,0.224163196275
8_N_701____1_a._IT_2,40.4669993305748,-3.68914337936813,1000009,0.275417045307
8_N_701____1_a._IT_2,40.4670083662811,-3.68917878464765,1000010,0.329835659204
8_N_701____1_a._IT_2,40.4670175042449,-3.68919703878671,1000011,0.386104642015
8_N_701____1_a._IT_2,40.4670351474086,-3.68921033483262,1000012,0.444633314506
8_N_701____1_a._IT_2,40.4670610876533,-3.68921021428287,1000013,0.506041472677
8_N_701____1_a._IT_2,40.4671446566154,-3.68918514027998,1000014,0.576966554499
8_N_701____1_a._IT_2,40.4675071431933,-3.68907288792045,1000015,0.689239126882
8_N_701____1_a._IT_2,40.4677586803786,-3.68900193154103,1000016,0.830073960298
8_N_701____1_a._IT_2,40.4680415254472,-3.68892493420488,1000017,1.002977092411
8_N_701____1_a._IT_2,40.4682213435023,-3.68887883999394,1000018,1.19621964939
8_N_701____1_a._IT_2,40.4683648462502,-3.688839722218,1000019,1.405733114434
8_N_701____1_a._IT_2,40.4684382272849,-3.68881790506188,1000020,1.623599512281
8_N_701____1_a._IT_2,40.4684772207526,-3.68878163087004,1000021,1.846775548318
8_N_701____1_a._IT_2,40.4684991509773,-3.68871697452856,1000022,2.075949206575
8_N_701____1_a._IT_2,40.4684854302512,-3.68848834459042,1000023,2.324565182586
8_N_701____1_a._IT_2,40.468496939927,-3.68836434455596,1000024,2.583770867911
8_N_701____1_a._IT_2,40.4685232599371,-3.68828562720679,1000025,2.850261499786
8_N_701____1_a._IT_2,40.4685794352302,-3.68822573549219,1000026,3.124793526294
8_N_701____1_a._IT_2,40.4688478470315,-3.68815485039573,1000027,3.429720294637
8_N_701____1_a._IT_2,40.4690795827063,-3.68809783185881,1000028,3.760820857731
8_N_701____1_a._IT_2,40.4701840293267,-3.68777654587857,1000029,4.217508470455
8_N_701____1_a._IT_2,40.4713474195201,-3.68746178908464,1000030,4.806064806998
8_N_701____1_a._IT_2,40.4715717618572,-3.68739843389233,1000031,5.420096607996
8_N_701____1_a._IT_2,40.4728290277374,-3.68704336682975,1000032,6.176898874689
8_N_701____1_a._IT_2,40.4736288640197,-3.68682584205152,1000033,7.024380805129
8_N_701____1_a._IT_2,40.4751962822254,-3.68647359310096,1000034,8.048396071382
8_N_701____1_a._IT_2,40.4758233616057,-3.68631368643689,1000035,9.143327172239
8_N_701____1_a._IT_2,40.4759732894014,-3.68627957694637,1000036,10.255150156728
8_N_701____1_a._IT_2,40.4761210356491,-3.68625556013719,1000037,11.383499441459
8_N_701____1_a._IT_2,40.4762870369245,-3.68626474049276,1000038,12.530291957505
8_N_701____1_a._IT_2,40.4765047214357,-3.68627426429082,1000039,13.701261809067
8_N_701____1_a._IT_2,40.4765102965355,-3.68627450745698,1000040,14.872850862245
8_N_701____1_a._IT_2,40.4766878373749,-3.68626881795877,1000041,16.06415356125
8_N_701____1_a._IT_2,40.4768770085954,-3.68623326712082,1000042,17.276670158128
8_N_701____1_a._IT_2,40.4784424859434,-3.68585194154098,1000043,18.665941663978
8_N_701____1_a._IT_2,40.4787116450745,-3.6857865814767,1000044,20.085600238054
8_N_701____1_a._IT_2,40.4787116450745,-3.6857865814767,2000001,20.085600238054
8_N_701____1_a._IT_2,40.4794806344382,-3.68559455097546,2000002,20.172499242591
8_N_701____1_a._IT_2,40.4800388373222,-3.68543169614833,2000003,20.322880044297
8_N_701____1_a._IT_2,40.4801649899117,-3.68539489043103,2000004,20.48760760229
8_N_701____1_a._IT_2,40.480336026596,-3.68534126866388,2000005,20.671857386791
8_N_701____1_a._IT_2,40.4806521219451,-3.68526512787923,2000006,20.891783644885
8_N_701____1_a._IT_2,40.4810668009642,-3.68517991900852,2000007,21.158304132591
8_N_701____1_a._IT_2,40.4811883663761,-3.68514975288268,2000008,21.438558985609
8_N_701____1_a._IT_2,40.4812476451618,-3.68513563610314,2000009,21.725501932845
8_N_701____1_a._IT_2,40.4813114424072,-3.68511763996028,2000010,22.019689050578
8_N_701____1_a._IT_2,40.4813727003743,-3.68510794400119,2000011,22.320725536898
8_N_701____1_a._IT_2,40.4814012281957,-3.68509729114358,2000012,22.625054944173
8_N_701____1_a._IT_2,40.4814299433903,-3.68508755218837,2000013,22.932677010106
8_N_701____1_a._IT_2,40.4814588342263,-3.68507873055688,2000014,23.243592091673
8_N_701____1_a._IT_2,40.481487878134,-3.68507083427956,2000015,23.557799904959
8_N_701____1_a._IT_2,40.4815170615801,-3.68506386675947,2000016,23.875300591996
8_N_701____1_a._IT_2,40.4815463665337,-3.68505783017415,2000017,24.196094243172
8_N_701____1_a._IT_2,40.4815757740355,-3.68505273141099,2000018,24.52018073128
8_N_701____1_a._IT_2,40.4816052687364,-3.68504857621434,2000019,24.847560140765
8_N_701____1_a._IT_2,40.4816348290581,-3.68504535728705,2000020,25.178232190481
8_N_701____1_a._IT_2,40.4816644441278,-3.68504308513832,2000021,25.512197270603
8_N_701____1_a._IT_2,40.4816940905307,-3.68504175835151,2000022,25.849455143766
8_N_701____1_a._IT_2,40.4817237538532,-3.68504137678136,2000023,26.190005926003
8_N_701____1_a._IT_2,40.4817534142769,-3.68504194022763,2000024,26.533849483078
8_N_701____1_a._IT_2,40.4817830573605,-3.68504345326411,2000025,26.880986042013
8_N_701____1_a._IT_2,40.4818126633202,-3.68504590979175,2000026,27.231415573115
8_N_701____1_a._IT_2,40.4818422123375,-3.68504930961032,2000027,27.585137800398
8_N_701____1_a._IT_2,40.4818716908998,-3.68505365258367,2000028,27.942152909138
8_N_701____1_a._IT_2,40.481901081032,-3.68505893145128,2000029,28.302460982811
8_N_701____1_a._IT_2,40.4819303619798,-3.68506515190253,2000030,28.666061847471
8_N_701____1_a._IT_2,40.4819595194204,-3.68507229845514,2000031,29.032955503318
8_N_701____1_a._IT_2,40.4819885362027,-3.6850803768351,2000032,29.403142116883
8_N_701____1_a._IT_2,40.4820173943657,-3.68508937742223,2000033,29.776621693952
8_N_701____1_a._IT_2,40.4820460750264,-3.6850992941265,2000034,30.153394030904
8_N_701____1_a._IT_2,40.482056670895,-3.68510332245472,2000035,30.531391109759
8_N_701____1_a._IT_2,40.4820745628844,-3.68511012443374,2000036,30.911456261017
8_N_701____1_a._IT_2,40.4821028426599,-3.68512186229049,2000037,31.294814468681
8_N_701____1_a._IT_2,40.4821308927956,-3.68513449686002,2000038,31.681465371366
8_N_701____1_a._IT_2,40.482158702523,-3.6851480209548,2000039,32.071409226362
8_N_701____1_a._IT_2,40.4821862493487,-3.68516242962771,2000040,32.464645758398
8_N_701____1_a._IT_2,40.4822135234051,-3.68517771570028,2000041,32.861175411243
8_N_701____1_a._IT_2,40.4822405040775,-3.68519386126616,2000042,33.260997873419
8_N_701____1_a._IT_2,40.4822671742355,-3.68521086851163,2000043,33.664113138172
8_N_701____1_a._IT_2,40.4822935222868,-3.68522871726229,2000044,34.070521250169
8_N_701____1_a._IT_2,40.4823195302421,-3.68524740261657,2000045,34.480222236037
8_N_701____1_a._IT_2,40.4823451810549,-3.68526691260335,2000046,34.893215935718
8_N_701____1_a._IT_2,40.4823704648787,-3.68528723650452,2000047,35.309502742845
8_N_701____1_a._IT_2,40.4823953610916,-3.68530835759313,2000048,35.729082307244
8_N_701____1_a._IT_2,40.4824198553216,-3.68533026864445,2000049,36.151954564293
8_N_701____1_a._IT_2,40.4824439368492,-3.68535295421193,2000050,36.578119684533
8_N_701____1_a._IT_2,40.4824675904226,-3.68537640352225,2000051,37.00757788288
8_N_701____1_a._IT_2,40.4824907981365,-3.6854005975161,2000052,37.440328770152
8_N_701____1_a._IT_2,40.4825135519458,-3.68542552549331,2000053,37.876372643705
8_N_701____1_a._IT_2,40.4825358339242,-3.68545117193376,2000054,38.315709383227
8_N_701____1_a._IT_2,40.4825576315574,-3.68547752019246,2000055,38.758338849427
8_N_701____1_a._IT_2,40.482578934091,-3.68550456072132,2000056,39.204261434514
8_N_701____1_a._IT_2,40.4825997245692,-3.68553226621141,2000057,39.653476522311
8_N_701____1_a._IT_2,40.4826199949122,-3.68556063186112,2000058,40.105984532303
8_N_701____1_a._IT_2,40.4826397335484,-3.68558963395566,2000059,40.561785491006
8_N_701____1_a._IT_2,40.4826589270558,-3.68561925702032,2000060,41.020879401826
8_N_701____1_a._IT_2,40.4826775602177,-3.68564948438217,2000061,41.483266060139
8_N_701____1_a._IT_2,40.4826956277544,-3.68568029474993,2000062,41.948945444264
8_N_701____1_a._IT_2,40.4827131171378,-3.68571167383762,2000063,42.41791767279
8_N_701____1_a._IT_2,40.4827300176763,-3.6857436014786,2000064,42.890182739189
8_N_701____1_a._IT_2,40.4827463204592,-3.68577606106388,2000065,43.365740870635
8_N_701____1_a._IT_2,40.4827620130141,-3.68580902886899,2000066,43.844591809008
8_N_701____1_a._IT_2,40.4827770873311,-3.68584248829397,2000067,44.326735589086
8_N_701____1_a._IT_2,40.4827915354283,-3.68587641801964,2000068,44.812172192891
8_N_701____1_a._IT_2,40.4828053475151,-3.68591079788824,2000069,45.300901533801
8_N_701____1_a._IT_2,40.4828185173972,-3.68594560895838,2000070,45.792923736665
8_N_701____1_a._IT_2,40.482831035291,-3.68598082989239,2000071,46.288238776703
8_N_701____1_a._IT_2,40.4828428932077,-3.68601644055065,2000072,46.786846666583
8_N_701____1_a._IT_2,40.4828540867758,-3.68605241847062,2000073,47.288747433402
8_N_701____1_a._IT_2,40.4828646071055,-3.6860887435034,2000074,47.793941102737
8_N_701____1_a._IT_2,40.4828744498465,-3.68612538964703,2000075,48.302427419205
8_N_701____1_a._IT_2,40.4828836060812,-3.68616234147163,2000076,48.814206520587
8_N_701____1_a._IT_2,40.4828920732468,-3.68619957535306,2000077,49.329278511219
8_N_701____1_a._IT_2,40.4828998469789,-3.68623706764876,2000078,49.84764338429
8_N_701____1_a._IT_2,40.4829069184021,-3.68627479585005,2000079,50.369300989752
