service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
506/507_8__334___,1,1,1,1,1,0,0,20241028,20251127
508_8__334___,1,1,1,1,1,0,0,20241028,20251127
509/510_8__334___,1,1,1,1,1,0,0,20241028,20251127
510_8__334___,1,1,1,1,1,0,0,20241028,20251127
511_8__334___,1,1,1,1,1,0,0,20241028,20251127
512/513_8__334___,1,1,1,1,1,0,0,20241028,20251127
514_8__334___,1,1,1,1,1,0,0,20241028,20251127
336T01_8__336___,1,1,1,1,1,1,1,20241027,20251127
336T02_8__336___,1,1,1,1,1,1,1,20241027,20251127
504_8__336___,1,1,1,1,1,0,0,20241028,20251127
512/513_8__336___,1,1,1,1,1,0,0,20241028,20251127
336T03_8__336___,1,1,1,1,1,0,0,20241028,20251127
336T04_8__336___,1,1,1,1,1,0,0,20241028,20251127
336T05_8__336___,1,1,1,1,1,0,0,20241028,20251127
336T06_8__336___,1,1,1,1,1,0,0,20241028,20251127
336T07_8__336___,1,1,1,1,1,0,0,20241028,20251127
337T08_8__336___,1,1,1,1,1,0,0,20241028,20251127
337T21_8__336___,1,1,1,1,1,0,0,20241028,20251127
337T01_8__337___,0,0,0,0,1,1,1,20241027,20251124
337T02_8__337___,0,0,0,0,1,1,1,20241027,20251124
337T07_8__337___,0,0,0,0,1,1,1,20241027,20251124
337T08_8__337___,1,1,1,1,1,1,1,20241027,20251127
337T05_8__337___,0,0,0,0,1,1,1,20241027,20251124
337T06_8__337___,0,0,0,0,1,1,1,20241027,20251124
337T03_8__337___,0,0,0,0,1,1,1,20241027,20251124
337T04_8__337___,0,0,0,0,1,1,1,20241027,20251124
115_8__337___,1,1,1,1,1,0,0,20241028,20251127
336T01_8__337___,1,1,1,1,1,0,0,20241028,20251127
336T03_8__337___,1,1,1,1,1,0,0,20241028,20251127
336T05_8__337___,1,1,1,1,1,0,0,20241028,20251127
336T07_8__337___,1,1,1,1,1,0,0,20241028,20251127
337T09_8__337___,1,1,1,1,1,0,0,20241028,20251127
337T10_8__337___,1,1,1,1,1,1,0,20241028,20251127
337T11_8__337___,1,1,1,1,1,0,0,20241028,20251127
337T12_8__337___,1,1,1,1,1,1,0,20241028,20251127
337T24_8__337___,1,1,1,1,1,0,0,20241028,20251127
337T25_8__337___,1,1,1,1,1,0,0,20241028,20251127
337T26_8__337___,1,1,1,1,1,0,0,20241028,20251127
337T27_8__337___,1,1,1,1,1,0,0,20241028,20251127
337T28_8__337___,1,1,1,1,1,0,0,20241028,20251127
337T13_8__337___,1,1,1,1,1,0,0,20241028,20251127
337T14_8__337___,1,1,1,1,1,1,0,20241028,20251127
337T15_8__337___,1,1,1,1,1,0,0,20241028,20251127
337T18_8__337___,1,1,1,1,1,0,0,20241028,20251127
337T19_8__337___,1,1,1,1,1,0,0,20241028,20251127
337T29_8__337___,0,0,0,0,1,0,0,20241031,20251122
336T06_8__337___,0,0,0,1,0,0,0,20241031,20251031
721bis_8__339___,0,0,0,0,0,0,1,20241027,20251124
721/2/3_8__339___,0,0,0,0,1,1,1,20241027,20251124
704_8__339___,1,1,1,1,1,0,0,20241028,20251127
701/2/3_8__339___,1,1,1,1,1,0,0,20241028,20251127
412T04_8__410___,1,1,1,1,1,0,0,20241028,20251127
412T10_8__410___,1,1,1,1,1,0,0,20241028,20251127
412T16_8__410___,1,1,1,1,1,0,0,20241028,20251127
412T05_8__410___,0,0,1,1,0,0,0,20241030,20251031
412T20_8__410___,0,0,1,1,0,0,0,20241030,20251031
412T23_8__410___,0,0,1,1,0,0,0,20241030,20251031
412T15_8__410___,0,0,1,1,0,0,0,20241030,20251031
431/2/4_8__411___,0,0,0,0,0,0,1,20241027,20251124
438/439_8__411___,0,0,0,0,0,0,1,20241027,20251124
433/4/5_8__411___,0,0,0,0,0,0,1,20241027,20251124
436/437_8__411___,0,0,0,0,0,0,1,20241027,20251124
407/8/10_8__411___,1,1,1,1,1,0,0,20241028,20251127
409/10/1_8__411___,1,1,1,1,1,0,0,20241028,20251127
405/406_8__411___,1,1,1,1,1,0,0,20241028,20251127
401/402_8__411___,1,1,1,1,1,0,0,20241028,20251127
403/404_8__411___,1,1,1,1,1,0,0,20241028,20251127
421/2/4_8__411___,0,0,0,0,1,1,0,20241101,20251123
426/427_8__411___,0,0,0,0,1,1,0,20241101,20251123
428/429_8__411___,0,0,0,0,1,1,0,20241101,20251123
423/4/5_8__411___,0,0,0,0,1,1,0,20241101,20251123
412T07_8__412___,1,1,1,1,1,1,1,20241027,20251127
412T09_8__412___,1,1,1,1,1,1,1,20241027,20251127
412T12_8__412___,1,1,1,1,1,1,1,20241027,20251127
412T13_8__412___,1,1,1,1,1,1,1,20241027,20251127
412T01_8__412___,0,0,0,0,1,1,1,20241027,20251124
412T02_8__412___,1,1,1,1,1,1,1,20241027,20251127
412T03_8__412___,1,1,1,1,1,1,1,20241027,20251127
412T04_8__412___,1,1,1,1,1,1,1,20241027,20251127
412T05_8__412___,0,0,1,1,1,0,1,20241027,20251124
412T06_8__412___,1,1,1,1,1,1,1,20241027,20251127
412T17_8__412___,1,1,1,1,1,0,0,20241028,20251127
412T18_8__412___,1,1,1,1,1,0,0,20241028,20251127
412T19_8__412___,1,1,1,1,1,0,0,20241028,20251127
412T20_8__412___,1,1,1,1,1,0,0,20241028,20251127
412T14_8__412___,1,1,1,1,1,1,0,20241028,20251127
412T15_8__412___,1,1,1,1,1,1,0,20241028,20251127
412T16_8__412___,1,1,1,1,1,0,0,20241028,20251127
412T08_8__412___,1,1,1,1,1,0,0,20241028,20251127
412T10_8__412___,1,1,1,1,1,1,0,20241028,20251127
412T11_8__412___,1,1,1,1,1,1,0,20241028,20251127
412T21_8__412___,0,0,1,1,0,0,0,20241030,20251031
412T22_8__412___,0,0,1,1,0,0,0,20241030,20251031
412T23_8__412___,0,0,1,1,0,0,0,20241030,20251031
412T10_8__413___,0,0,1,1,1,0,1,20241027,20251124
412T12_8__413___,0,0,1,1,1,0,1,20241027,20251124
412T11_8__413___,0,0,0,0,1,1,1,20241027,20251124
412T02_8__413___,0,0,0,0,0,1,1,20241027,20251124
412T08_8__413___,0,0,1,1,1,1,1,20241027,20251124
412T01_8__413___,1,1,1,1,1,0,0,20241028,20251127
412T14_8__413___,1,1,1,1,1,1,0,20241028,20251127
412T06_8__413___,1,1,1,1,1,0,0,20241028,20251127
412T19_8__413___,1,1,1,1,1,0,0,20241028,20251127
412T17_8__413___,0,0,1,1,0,0,0,20241030,20241031
412T18_8__413___,0,0,1,1,0,0,0,20241030,20241031
412T21_8__413___,0,0,1,1,0,0,0,20241030,20241031
412T03_8__413___,0,0,1,1,0,0,0,20241030,20241031
412T07_8__413___,0,0,1,1,0,0,0,20241030,20241031
412T13_8__413___,0,0,0,0,0,1,0,20241102,20251123
412T05_8__413___,0,0,0,0,0,1,0,20241102,20251123
412T09_8__413___,0,0,0,0,0,1,0,20241102,20251123
412T04_8__414___,0,0,0,0,0,1,1,20241027,20251124
412T13_8__414___,0,0,0,0,0,1,1,20241027,20251124
412T05_8__414___,0,0,0,0,0,1,1,20241027,20251124
412T07_8__414___,0,0,0,0,0,1,0,20241102,20251123
412T08_8__414___,0,0,0,0,0,1,0,20241102,20251123
412T15_8__414___,0,0,0,0,0,1,0,20241102,20251123
337T09_8__415___,0,0,0,0,1,1,1,20241027,20251124
337T10_8__415___,0,0,0,0,0,1,1,20241027,20251124
337T19_8__415___,1,1,1,1,1,0,0,20241028,20251127
337T23_8__415___,1,1,1,1,1,0,0,20241028,20251127
337T21_8__415___,1,1,1,1,1,0,0,20241028,20251127
337T22_8__415___,1,1,1,1,1,0,0,20241028,20251127
337T13_8__415___,0,0,0,0,0,1,0,20241102,20251123
337T08_8__416___,0,0,0,0,0,1,1,20241027,20251124
337T11_8__416___,0,0,0,0,1,1,1,20241027,20251124
412T20_8__416___,1,1,1,1,1,0,0,20241028,20251127
336T03_8__416___,1,1,1,1,1,0,0,20241028,20251127
337T14_8__416___,1,1,1,1,1,0,0,20241028,20251127
412T13_8__416___,1,1,1,1,1,0,0,20241028,20251127
412T15_8__416___,1,1,1,1,1,0,0,20241028,20251127
337T20_8__416___,1,1,1,1,1,0,0,20241028,20251127
337T21_8__416___,1,1,1,1,1,0,0,20241028,20251127
412T09_8__416___,0,0,1,1,0,0,0,20241030,20241031
337T15_8__416___,0,0,0,0,0,1,0,20241102,20251123
127_8_N_301___,0,0,0,0,1,1,1,20241027,20251124
514_8_N_301___,1,1,1,1,1,0,0,20241028,20251127
114/5/6_8_N_301___,0,0,0,0,1,0,0,20241031,20251122
322_8_N_301___,0,0,0,0,1,1,0,20241101,20251123
525_8_N_302___,0,0,0,0,1,1,1,20241027,20251124
508_8_N_302___,1,1,1,1,1,0,0,20241028,20251127
412T09_8_N_403___,0,0,0,0,0,1,1,20241027,20251124
412T18_8_N_403___,1,1,1,1,1,0,0,20241028,20251127
412T19_8_N_403___,0,0,1,1,0,0,0,20241030,20251031
412T06_8_N_403___,0,0,0,1,0,1,0,20241031,20251123
C121/122_9__1__123_,0,0,0,0,1,1,1,20241027,20251124
C125/126_9__1__123_,0,0,0,0,1,1,1,20241027,20251124
C123/124_9__1__123_,0,0,0,0,1,1,1,20241027,20251124
212_9__1__123_,1,1,1,1,1,0,0,20241028,20251127
336T01_9__1__123_,1,1,1,1,1,0,0,20241028,20251127
337T25_9__1__123_,1,1,1,1,1,0,0,20241028,20251127
C101/102_9__1__123_,1,1,1,1,1,0,0,20241028,20251127
C107/108_9__1__123_,1,1,1,1,1,0,0,20241028,20251127
TM3_9__1__123_,1,1,1,1,1,0,0,20241028,20251127
C103/104_9__1__123_,1,1,1,1,1,0,0,20241028,20251127
C105/106_9__1__123_,1,1,1,1,1,0,0,20241028,20251127
336T06_9__1__123_,0,0,0,1,0,0,0,20241031,20251031
412T13_9__1__132_,1,1,1,1,1,0,0,20241028,20251127
412T15_9__1__132_,1,1,1,1,1,0,0,20241028,20251127
412T16_9__1__132_,1,1,1,1,1,0,0,20241028,20251127
412T05_9__1__132_,1,1,1,1,1,0,0,20241028,20251127
412T07_9__1__132_,1,1,1,1,1,0,0,20241028,20251127
412T23_9__1__132_,0,0,1,1,0,0,0,20241030,20251031
412T17_9__1__132_,0,0,1,1,0,0,0,20241030,20251031
412T05_9_i_1__132_,1,1,1,1,1,0,0,20241028,20251127
412T06_9_i_1__132_,1,1,1,1,1,0,0,20241028,20251127
412T16_9_i_1__132_,1,1,1,1,1,0,0,20241028,20251127
412T09_9_i_1__132_,0,0,1,0,0,0,0,20241030,20251030
412T17_9_i_1__132_,0,0,1,1,0,0,0,20241030,20251031
412T18_9_i_1__132_,0,0,1,1,0,0,0,20241030,20251031
412T02_9_i_1__132_,0,0,1,1,0,0,0,20241030,20251031
412T07_9_i_1__132_,0,0,1,1,0,0,0,20241030,20251031
