service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
1267471_8__280___,0,0,0,0,0,0,1,20241027,20241027
1267472_8__280___,0,0,0,0,0,0,1,20241027,20241027
1267559_8__280___,1,0,0,0,0,0,0,20241028,20241028
1267560_8__280___,1,0,0,0,0,0,0,20241028,20241028
1267557_8__280___,1,0,0,0,0,0,0,20241028,20241028
1267558_8__280___,1,0,0,0,0,0,0,20241028,20241028
1263256_8__280___,1,1,1,1,0,0,0,20241029,20251127
1263252_8__280___,1,1,1,1,0,0,0,20241029,20251127
1263254_8__280___,1,1,1,1,0,0,0,20241029,20251127
1263253_8__280___,1,1,1,1,0,0,0,20241029,20251127
1263255_8__280___,1,1,1,1,0,0,0,20241029,20251127
1263993_8__280___,0,0,0,1,0,0,0,20241031,20251108
1263996_8__280___,0,0,0,1,0,0,0,20241031,20251108
1263997_8__280___,0,0,0,1,0,0,0,20241031,20251108
1263994_8__280___,0,0,0,1,0,0,0,20241031,20251108
1263995_8__280___,0,0,0,1,0,0,0,20241031,20251108
1264267_8__280___,0,0,0,0,1,0,0,20241101,20241101
1264266_8__280___,0,0,0,0,1,0,0,20241101,20241101
1263630_8__280___,0,0,0,0,0,1,0,20241102,20251123
1263629_8__280___,0,0,0,0,0,1,0,20241102,20251123
1267475_8__281___,0,0,0,0,0,0,1,20241027,20241027
1267474_8__281___,0,0,0,0,0,0,1,20241027,20241027
1267478_8__281___,0,0,0,0,0,0,1,20241027,20241027
1267481_8__281___,0,0,0,0,0,0,1,20241027,20241027
1267479_8__281___,0,0,0,0,0,0,1,20241027,20241027
1267480_8__281___,0,0,0,0,0,0,1,20241027,20241027
1267473_8__281___,0,0,0,0,0,0,1,20241027,20241027
1267476_8__281___,0,0,0,0,0,0,1,20241027,20241027
1267477_8__281___,0,0,0,0,0,0,1,20241027,20241027
1267570_8__281___,1,0,0,0,0,0,0,20241028,20241028
1267575_8__281___,1,0,0,0,0,0,0,20241028,20241028
1267562_8__281___,1,0,0,0,0,0,0,20241028,20241028
