stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
par_8_06075,06075,PZA.GUIJO-URB.EL GUIJO,Plaza del Guijo 3,40.6046142578125,-4.02216482162476,B3,http://www.crtm.es,0,,Europe/Madrid,2
par_8_06158,06158,CTRA.EL ESCORIAL-PZA.CRUZ ROJA,Ctra del Escorial 73,40.5743217468262,-4.00717210769653,B3,http://www.crtm.es,0,,Europe/Madrid,2
par_8_06354,06354,GABRIEL GªMÁRQUEZ-ANTONIO FDEZ.MARÍA,Calle   Gabriel García Márquez 6 B,40.6236267089844,-4.01140022277832,B3,http://www.crtm.es,0,,Europe/Madrid,2
par_8_09144,09144,CTRA.M510-URB.EL CERRILLO,Ctra de Colmenarejo 11400,40.5671463012695,-4.01297092437744,B3,http://www.crtm.es,0,,Europe/Madrid,2
par_8_09145,09145,CAÑADA DE LAS MERINAS-CTRA.GALAPAGAR,Calle de la Cañada de las Merinas 12,40.5625877380371,-4.01422500610352,B3,http://www.crtm.es,0,,Europe/Madrid,2
par_8_09146,09146,CAÑADA DE LAS MERINAS-CENTRO DE SALUD,Calle del Pisuerga 1,40.5606727600098,-4.01375913619995,B3,http://www.crtm.es,0,,Europe/Madrid,2
par_8_09147,09147,CAÑADA DE LAS MERINAS-CTRA.GALAPAGAR,Calle de la Cañada de las Merinas 16,40.5623588562012,-4.01431608200073,B3,http://www.crtm.es,0,,Europe/Madrid,2
par_8_09858,09858,CTRA.CERRO ALARCÓN-URB.LOS PAJARILLOS,Ctra   Cerro Alarcón 11 B,40.4985198974609,-4.07088422775269,C1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_09859,09859,NAVA-PZA.CRISTO,Calle   Nava 9,40.5011825561523,-4.0693097114563,C1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_09860,09860,SAN JUAN-FÁBRICA HARINAS,Calle   Huertos del Molino 65,40.4994735717773,-4.06296920776367,C1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_09861,09861,CºMINA DE FALCÓ-CAMPING VALDEMORILLO,Ctra   M-510 (Colmenarejo) 17,40.5039367675781,-4.05468368530273,C1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_09873,09873,CºMINA DE FALCÓ-CAMPING VALDEMORILLO,Ctra   M-510 (Colmenarejo) 10,40.5035781860352,-4.05448913574219,C1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_09874,09874,CTRA.CERRO ALARCÓN-URB.LOS PAJARILLOS,Ctra   Cerro Alarcón 13,40.498291015625,-4.07089281082153,C1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_09944,09944,GUADARRAMA-AYUNTAMIENTO,Calle   Guadarrama 77,40.5802268981934,-4.00661087036133,B3,http://www.crtm.es,0,,Europe/Madrid,2
par_8_09945,09945,GUADARRAMA-CENTRO CULTURAL,Calle   Guadarrama 119,40.5825653076172,-4.00912714004517,B3,http://www.crtm.es,0,,Europe/Madrid,2
par_8_09946,09946,GUADARRAMA-CENTRO CULTURAL,Calle   Guadarrama 119,40.5823669433594,-4.00911235809326,B3,http://www.crtm.es,0,,Europe/Madrid,2
