route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
8__551___,1_8__551___,1_8__551___-8__551____2_09:00:00_1_-__2_8__551___,CTRA.ÁVILA-ESTUDIOS,551 S. M. DE VALDEIGLESIAS,0,,8__551____1_-_IT_1,0
8__551___,1_8__551___,1_8__551___-8__551____2_11:00:00_1_-__5_8__551___,CTRA.ÁVILA-ESTUDIOS,551 S. M. DE VALDEIGLESIAS,0,,8__551____1_-_IT_1,0
8__551___,1_8__551___,1_8__551___-8__551____2_11:00:00_2_-__8_8__551___,INTERCAMBIADOR DE PRÍNCIPE PÍO,551 MADRID (Príncipe Pío),1,,8__551____2_-_IT_1,0
8__551___,1_8__551___,1_8__551___-8__551____2_13:15:00_2_-__11_8__551___,INTERCAMBIADOR DE PRÍNCIPE PÍO,551 MADRID (Príncipe Pío),1,,8__551____2_-_IT_1,0
8__551___,1_8__551___,1_8__551___-8__551____2_17:00:00_1_-__14_8__551___,CTRA.ÁVILA-ESTUDIOS,551 S. M. DE VALDEIGLESIAS,0,,8__551____1_-_IT_1,0
8__551___,1_8__551___,1_8__551___-8__551____2_19:00:00_2_-__21_8__551___,INTERCAMBIADOR DE PRÍNCIPE PÍO,551 MADRID (Príncipe Pío),1,,8__551____2_-_IT_1,0
8__551___,1_8__551___,1_8__551___-8__551____2_19:15:00_1_-__18_8__551___,CTRA.ÁVILA-ESTUDIOS,551 S. M. DE VALDEIGLESIAS,0,,8__551____1_-_IT_1,0
8__551___,1_8__551___,1_8__551___-8__551____2_21:00:00_2_-__24_8__551___,INTERCAMBIADOR DE PRÍNCIPE PÍO,551 MADRID (Príncipe Pío),1,,8__551____2_-_IT_1,0
8__551___,1_8__551___,1_8__551___-8__551____3_06:45:00_2_t.__1_8__551___,INTERCAMBIADOR DE PRÍNCIPE PÍO,551 MADRID (Príncipe Pío),1,,8__551____2_t._IT_2,0
8__551___,1_8__551___,1_8__551___-8__551____3_07:15:00_2_t.__2_8__551___,INTERCAMBIADOR DE PRÍNCIPE PÍO,551 MADRID (Príncipe Pío),1,,8__551____2_t._IT_2,0
8__551___,1_8__551___,1_8__551___-8__551____3_07:45:00_2_c.__3_8__551___,INTERCAMBIADOR DE PRÍNCIPE PÍO,551 MADRID (Príncipe Pío),1,,8__551____2_c._IT_2,0
8__551___,1_8__551___,1_8__551___-8__551____3_08:30:00_1_t.__1_8__551___,EST.DE AUTOBUSES DE EL TIEMBLO,551 S. M. DE VALDEIGLESIAS - EL TIEMBLO,0,,8__551____1_t._IT_2,0
8__551___,1_8__551___,1_8__551___-8__551____3_08:45:00_2_t.__4_8__551___,INTERCAMBIADOR DE PRÍNCIPE PÍO,551 MADRID (Príncipe Pío),1,,8__551____2_t._IT_2,0
8__551___,1_8__551___,1_8__551___-8__551____3_09:15:00_2_t.__5_8__551___,INTERCAMBIADOR DE PRÍNCIPE PÍO,551 MADRID (Príncipe Pío),1,,8__551____2_t._IT_2,0
8__551___,1_8__551___,1_8__551___-8__551____3_09:30:00_1_c.__3_8__551___,EST.DE AUTOBUSES DE CEBREROS,551 S. M. DE VALDEIGLESIAS-CEBREROS,0,,8__551____1_c._IT_2,0
8__551___,1_8__551___,1_8__551___-8__551____3_09:30:00_2_c.__6_8__551___,INTERCAMBIADOR DE PRÍNCIPE PÍO,551 MADRID (Príncipe Pío),1,,8__551____2_c._IT_2,0
8__551___,1_8__551___,1_8__551___-8__551____3_10:30:00_1_t.__4_8__551___,EST.DE AUTOBUSES DE EL TIEMBLO,551 S. M. DE VALDEIGLESIAS - EL TIEMBLO,0,,8__551____1_t._IT_2,0
8__551___,1_8__551___,1_8__551___-8__551____3_10:45:00_2_t.__7_8__551___,INTERCAMBIADOR DE PRÍNCIPE PÍO,551 MADRID (Príncipe Pío),1,,8__551____2_t._IT_2,0
8__551___,1_8__551___,1_8__551___-8__551____3_11:30:00_1_c.__6_8__551___,EST.DE AUTOBUSES DE CEBREROS,551 S. M. DE VALDEIGLESIAS-CEBREROS,0,,8__551____1_c._IT_2,0
8__551___,1_8__551___,1_8__551___-8__551____3_11:45:00_2_c.__9_8__551___,INTERCAMBIADOR DE PRÍNCIPE PÍO,551 MADRID (Príncipe Pío),1,,8__551____2_c._IT_2,0
8__551___,1_8__551___,1_8__551___-8__551____3_12:30:00_1_t.__7_8__551___,EST.DE AUTOBUSES DE EL TIEMBLO,551 S. M. DE VALDEIGLESIAS - EL TIEMBLO,0,,8__551____1_t._IT_2,0
8__551___,1_8__551___,1_8__551___-8__551____3_12:45:00_2_t.__10_8__551___,INTERCAMBIADOR DE PRÍNCIPE PÍO,551 MADRID (Príncipe Pío),1,,8__551____2_t._IT_2,0
8__551___,1_8__551___,1_8__551___-8__551____3_13:00:00_1_t.__8_8__551___,EST.DE AUTOBUSES DE EL TIEMBLO,551 S. M. DE VALDEIGLESIAS - EL TIEMBLO,0,,8__551____1_t._IT_2,0
8__551___,1_8__551___,1_8__551___-8__551____3_13:30:00_1_c.__9_8__551___,EST.DE AUTOBUSES DE CEBREROS,551 S. M. DE VALDEIGLESIAS-CEBREROS,0,,8__551____1_c._IT_2,0
