trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
9999_8__171___-8__171____3_22:00:00_1_cs__17_8__171___,23:00:00,23:00:00,par_8_06691,6,,,,
9999_8__171___-8__171____3_22:00:00_1_cs__17_8__171___,23:00:00,23:00:00,par_8_06692,7,,,,
9999_8__171___-8__171____3_22:00:00_1_cs__17_8__171___,23:00:00,23:00:00,par_8_15392,8,,,,
9999_8__171___-8__171____3_22:00:00_1_cs__17_8__171___,23:00:00,23:00:00,par_8_12820,9,,,,
9999_8__171___-8__171____3_22:00:00_1_cs__17_8__171___,23:00:00,23:00:00,par_8_12217,10,,,,
9999_8__171___-8__171____3_22:00:00_1_cs__17_8__171___,23:00:00,23:00:00,par_8_12218,11,,,,
9999_8__171___-8__171____3_22:00:00_1_cs__17_8__171___,23:00:00,23:00:00,par_8_12421,12,,,,
9999_8__171___-8__171____3_22:00:00_1_cs__17_8__171___,23:00:00,23:00:00,par_8_11402,13,,,,
9999_8__171___-8__171____3_22:00:00_1_cs__17_8__171___,23:00:00,23:00:00,par_8_17474,14,,,,
9999_8__171___-8__171____3_22:00:00_1_cs__17_8__171___,23:00:00,23:00:00,par_8_16437,15,,,,
9999_8__171___-8__171____3_22:00:00_1_cs__17_8__171___,23:00:00,23:00:00,par_8_06694,16,,,,
9999_8__171___-8__171____3_22:00:00_1_cs__17_8__171___,23:00:00,23:00:00,par_8_06695,17,,,,
9999_8__171___-8__171____3_22:00:00_1_cs__17_8__171___,23:00:00,23:00:00,par_8_06697,18,,,,
9999_8__171___-8__171____3_22:00:00_1_cs__17_8__171___,23:00:00,23:00:00,par_8_06698,19,,,,
9999_8__171___-8__171____3_22:00:00_1_cs__17_8__171___,23:00:00,23:00:00,par_8_06700,20,,,,
9999_8__171___-8__171____3_22:00:00_1_cs__17_8__171___,23:00:00,23:00:00,par_8_12841,21,,,,
9999_8__171___-8__171____3_22:00:00_1_cs__17_8__171___,23:00:00,23:00:00,par_8_06709,22,,,,
9999_8__171___-8__171____3_22:00:00_1_cs__17_8__171___,23:00:00,23:00:00,par_8_06710,23,,,,
9999_8__171___-8__171____3_22:00:00_1_cs__17_8__171___,23:00:00,23:00:00,par_8_06711,24,,,,
9999_8__171___-8__171____3_22:00:00_1_cs__17_8__171___,23:00:00,23:00:00,par_8_06712,25,,,,
9999_8__171___-8__171____3_22:00:00_1_cs__17_8__171___,23:00:00,23:00:00,par_8_06713,26,,,,
9999_8__171___-8__171____3_22:00:00_1_cs__17_8__171___,23:00:00,23:00:00,par_8_06714,27,,,,
9999_8__171___-8__171____3_22:00:00_1_cs__17_8__171___,23:00:00,23:00:00,par_8_06715,28,,,,
9999_8__171___-8__171____3_22:00:00_1_cs__17_8__171___,23:00:00,23:00:00,par_8_06716,29,,,,
9999_8__171___-8__171____3_22:00:00_1_cs__17_8__171___,23:00:00,23:00:00,par_8_06717,30,,,,
9999_8__171___-8__171____3_22:00:00_1_cs__17_8__171___,23:00:00,23:00:00,par_8_06718,31,,,,
9999_8__171___-8__171____3_15:00:00_1_-__9_8__171___,16:00:00,16:00:00,par_8_18074,0,,,,
9999_8__171___-8__171____3_15:00:00_1_-__9_8__171___,16:00:00,16:00:00,par_8_3253,1,,,,
9999_8__171___-8__171____3_15:00:00_1_-__9_8__171___,16:00:00,16:00:00,par_8_3261,2,,,,
9999_8__171___-8__171____3_15:00:00_1_-__9_8__171___,16:00:00,16:00:00,par_8_06686,3,,,,
9999_8__171___-8__171____3_15:00:00_1_-__9_8__171___,16:00:00,16:00:00,par_8_06687,4,,,,
9999_8__171___-8__171____3_15:00:00_1_-__9_8__171___,16:00:00,16:00:00,par_8_06689,5,,,,
9999_8__171___-8__171____3_15:00:00_1_-__9_8__171___,16:00:00,16:00:00,par_8_06691,6,,,,
9999_8__171___-8__171____3_15:00:00_1_-__9_8__171___,16:00:00,16:00:00,par_8_06692,7,,,,
9999_8__171___-8__171____3_15:00:00_1_-__9_8__171___,16:00:00,16:00:00,par_8_15392,8,,,,
9999_8__171___-8__171____3_15:00:00_1_-__9_8__171___,16:00:00,16:00:00,par_8_12820,9,,,,
9999_8__171___-8__171____3_15:00:00_1_-__9_8__171___,16:00:00,16:00:00,par_8_12217,10,,,,
9999_8__171___-8__171____3_15:00:00_1_-__9_8__171___,16:00:00,16:00:00,par_8_12218,11,,,,
9999_8__171___-8__171____3_15:00:00_1_-__9_8__171___,16:00:00,16:00:00,par_8_12421,12,,,,
9999_8__171___-8__171____3_15:00:00_1_-__9_8__171___,16:00:00,16:00:00,par_8_11402,13,,,,
9999_8__171___-8__171____3_15:00:00_1_-__9_8__171___,16:00:00,16:00:00,par_8_17474,14,,,,
9999_8__171___-8__171____3_15:00:00_1_-__9_8__171___,16:00:00,16:00:00,par_8_16437,15,,,,
9999_8__171___-8__171____3_15:00:00_1_-__9_8__171___,16:00:00,16:00:00,par_8_06694,16,,,,
9999_8__171___-8__171____3_15:00:00_1_-__9_8__171___,16:00:00,16:00:00,par_8_06695,17,,,,
9999_8__171___-8__171____3_15:00:00_1_-__9_8__171___,16:00:00,16:00:00,par_8_06697,18,,,,
9999_8__171___-8__171____3_15:00:00_1_-__9_8__171___,16:00:00,16:00:00,par_8_06698,19,,,,
9999_8__171___-8__171____3_15:00:00_1_-__9_8__171___,16:00:00,16:00:00,par_8_06700,20,,,,
9999_8__171___-8__171____3_15:00:00_1_-__9_8__171___,16:00:00,16:00:00,par_8_12841,21,,,,
9999_8__171___-8__171____3_15:00:00_1_-__9_8__171___,16:00:00,16:00:00,par_8_06709,22,,,,
9999_8__171___-8__171____3_17:00:00_1_-__11_8__171___,18:00:00,18:00:00,par_8_18074,0,,,,
9999_8__171___-8__171____3_17:00:00_1_-__11_8__171___,18:00:00,18:00:00,par_8_3253,1,,,,
9999_8__171___-8__171____3_17:00:00_1_-__11_8__171___,18:00:00,18:00:00,par_8_3261,2,,,,
9999_8__171___-8__171____3_17:00:00_1_-__11_8__171___,18:00:00,18:00:00,par_8_06686,3,,,,
9999_8__171___-8__171____3_17:00:00_1_-__11_8__171___,18:00:00,18:00:00,par_8_06687,4,,,,
9999_8__171___-8__171____3_17:00:00_1_-__11_8__171___,18:00:00,18:00:00,par_8_06689,5,,,,
9999_8__171___-8__171____3_17:00:00_1_-__11_8__171___,18:00:00,18:00:00,par_8_06691,6,,,,
9999_8__171___-8__171____3_17:00:00_1_-__11_8__171___,18:00:00,18:00:00,par_8_06692,7,,,,
9999_8__171___-8__171____3_17:00:00_1_-__11_8__171___,18:00:00,18:00:00,par_8_15392,8,,,,
9999_8__171___-8__171____3_17:00:00_1_-__11_8__171___,18:00:00,18:00:00,par_8_12820,9,,,,
9999_8__171___-8__171____3_17:00:00_1_-__11_8__171___,18:00:00,18:00:00,par_8_12217,10,,,,
9999_8__171___-8__171____3_17:00:00_1_-__11_8__171___,18:00:00,18:00:00,par_8_12218,11,,,,
9999_8__171___-8__171____3_17:00:00_1_-__11_8__171___,18:00:00,18:00:00,par_8_12421,12,,,,
9999_8__171___-8__171____3_17:00:00_1_-__11_8__171___,18:00:00,18:00:00,par_8_11402,13,,,,
9999_8__171___-8__171____3_17:00:00_1_-__11_8__171___,18:00:00,18:00:00,par_8_17474,14,,,,
9999_8__171___-8__171____3_17:00:00_1_-__11_8__171___,18:00:00,18:00:00,par_8_16437,15,,,,
9999_8__171___-8__171____3_17:00:00_1_-__11_8__171___,18:00:00,18:00:00,par_8_06694,16,,,,
9999_8__171___-8__171____3_17:00:00_1_-__11_8__171___,18:00:00,18:00:00,par_8_06695,17,,,,
9999_8__171___-8__171____3_17:00:00_1_-__11_8__171___,18:00:00,18:00:00,par_8_06697,18,,,,
9999_8__171___-8__171____3_17:00:00_1_-__11_8__171___,18:00:00,18:00:00,par_8_06698,19,,,,
9999_8__171___-8__171____3_17:00:00_1_-__11_8__171___,18:00:00,18:00:00,par_8_06700,20,,,,
9999_8__171___-8__171____3_17:00:00_1_-__11_8__171___,18:00:00,18:00:00,par_8_12841,21,,,,
9999_8__171___-8__171____3_17:00:00_1_-__11_8__171___,18:00:00,18:00:00,par_8_06709,22,,,,
9999_8__171___-8__171____3_19:00:00_1_-__13_8__171___,20:00:00,20:00:00,par_8_18074,0,,,,
9999_8__171___-8__171____3_19:00:00_1_-__13_8__171___,20:00:00,20:00:00,par_8_3253,1,,,,
9999_8__171___-8__171____3_19:00:00_1_-__13_8__171___,20:00:00,20:00:00,par_8_3261,2,,,,
9999_8__171___-8__171____3_19:00:00_1_-__13_8__171___,20:00:00,20:00:00,par_8_06686,3,,,,
9999_8__171___-8__171____3_19:00:00_1_-__13_8__171___,20:00:00,20:00:00,par_8_06687,4,,,,
9999_8__171___-8__171____3_19:00:00_1_-__13_8__171___,20:00:00,20:00:00,par_8_06689,5,,,,
9999_8__171___-8__171____3_19:00:00_1_-__13_8__171___,20:00:00,20:00:00,par_8_06691,6,,,,
9999_8__171___-8__171____3_19:00:00_1_-__13_8__171___,20:00:00,20:00:00,par_8_06692,7,,,,
9999_8__171___-8__171____3_19:00:00_1_-__13_8__171___,20:00:00,20:00:00,par_8_15392,8,,,,
9999_8__171___-8__171____3_19:00:00_1_-__13_8__171___,20:00:00,20:00:00,par_8_12820,9,,,,
9999_8__171___-8__171____3_19:00:00_1_-__13_8__171___,20:00:00,20:00:00,par_8_12217,10,,,,
9999_8__171___-8__171____3_19:00:00_1_-__13_8__171___,20:00:00,20:00:00,par_8_12218,11,,,,
9999_8__171___-8__171____3_19:00:00_1_-__13_8__171___,20:00:00,20:00:00,par_8_12421,12,,,,
9999_8__171___-8__171____3_19:00:00_1_-__13_8__171___,20:00:00,20:00:00,par_8_11402,13,,,,
9999_8__171___-8__171____3_19:00:00_1_-__13_8__171___,20:00:00,20:00:00,par_8_17474,14,,,,
9999_8__171___-8__171____3_19:00:00_1_-__13_8__171___,20:00:00,20:00:00,par_8_16437,15,,,,
9999_8__171___-8__171____3_19:00:00_1_-__13_8__171___,20:00:00,20:00:00,par_8_06694,16,,,,
9999_8__171___-8__171____3_19:00:00_1_-__13_8__171___,20:00:00,20:00:00,par_8_06695,17,,,,
9999_8__171___-8__171____3_19:00:00_1_-__13_8__171___,20:00:00,20:00:00,par_8_06697,18,,,,
9999_8__171___-8__171____3_19:00:00_1_-__13_8__171___,20:00:00,20:00:00,par_8_06698,19,,,,
9999_8__171___-8__171____3_19:00:00_1_-__13_8__171___,20:00:00,20:00:00,par_8_06700,20,,,,
9999_8__171___-8__171____3_19:00:00_1_-__13_8__171___,20:00:00,20:00:00,par_8_12841,21,,,,
9999_8__171___-8__171____3_19:00:00_1_-__13_8__171___,20:00:00,20:00:00,par_8_06709,22,,,,
9999_8__171___-8__171____3_21:00:00_1_cs__16_8__171___,22:00:00,22:00:00,par_8_18074,0,,,,
9999_8__171___-8__171____3_21:00:00_1_cs__16_8__171___,22:02:23,22:02:23,par_8_3253,1,,,,
9999_8__171___-8__171____3_21:00:00_1_cs__16_8__171___,22:06:35,22:06:35,par_8_3261,2,,,,
9999_8__171___-8__171____3_21:00:00_1_cs__16_8__171___,22:07:30,22:07:30,par_8_06686,3,,,,
9999_8__171___-8__171____3_21:00:00_1_cs__16_8__171___,22:08:14,22:08:14,par_8_06687,4,,,,
9999_8__171___-8__171____3_21:00:00_1_cs__16_8__171___,22:12:08,22:12:08,par_8_06689,5,,,,
9999_8__171___-8__171____3_21:00:00_1_cs__16_8__171___,22:15:26,22:15:26,par_8_06691,6,,,,
9999_8__171___-8__171____3_21:00:00_1_cs__16_8__171___,22:16:06,22:16:06,par_8_06692,7,,,,
9999_8__171___-8__171____3_21:00:00_1_cs__16_8__171___,22:18:50,22:18:50,par_8_15392,8,,,,
9999_8__171___-8__171____3_21:00:00_1_cs__16_8__171___,22:19:20,22:19:20,par_8_12820,9,,,,
9999_8__171___-8__171____3_21:00:00_1_cs__16_8__171___,22:19:51,22:19:51,par_8_12217,10,,,,
9999_8__171___-8__171____3_21:00:00_1_cs__16_8__171___,22:20:28,22:20:28,par_8_12218,11,,,,
9999_8__171___-8__171____3_21:00:00_1_cs__16_8__171___,22:21:32,22:21:32,par_8_12421,12,,,,
9999_8__171___-8__171____3_21:00:00_1_cs__16_8__171___,22:22:14,22:22:14,par_8_11402,13,,,,
9999_8__171___-8__171____3_21:00:00_1_cs__16_8__171___,22:22:54,22:22:54,par_8_17474,14,,,,
9999_8__171___-8__171____3_21:00:00_1_cs__16_8__171___,22:24:30,22:24:30,par_8_16437,15,,,,
9999_8__171___-8__171____3_21:00:00_1_cs__16_8__171___,22:25:14,22:25:14,par_8_06694,16,,,,
9999_8__171___-8__171____3_21:00:00_1_cs__16_8__171___,22:27:05,22:27:05,par_8_06695,17,,,,
9999_8__171___-8__171____3_21:00:00_1_cs__16_8__171___,22:30:12,22:30:12,par_8_06697,18,,,,
9999_8__171___-8__171____3_21:00:00_1_cs__16_8__171___,22:31:40,22:31:40,par_8_06698,19,,,,
9999_8__171___-8__171____3_21:00:00_1_cs__16_8__171___,22:34:19,22:34:19,par_8_06700,20,,,,
9999_8__171___-8__171____3_21:00:00_1_cs__16_8__171___,22:37:42,22:37:42,par_8_12841,21,,,,
9999_8__171___-8__171____3_21:00:00_1_cs__16_8__171___,22:39:10,22:39:10,par_8_06709,22,,,,
9999_8__171___-8__171____3_21:00:00_1_cs__16_8__171___,22:39:39,22:39:39,par_8_06710,23,,,,
9999_8__171___-8__171____3_21:00:00_1_cs__16_8__171___,22:40:37,22:40:37,par_8_06711,24,,,,
9999_8__171___-8__171____3_21:00:00_1_cs__16_8__171___,22:41:26,22:41:26,par_8_06712,25,,,,
9999_8__171___-8__171____3_21:00:00_1_cs__16_8__171___,22:42:21,22:42:21,par_8_06713,26,,,,
9999_8__171___-8__171____3_21:00:00_1_cs__16_8__171___,22:43:02,22:43:02,par_8_06714,27,,,,
9999_8__171___-8__171____3_21:00:00_1_cs__16_8__171___,22:43:36,22:43:36,par_8_06715,28,,,,
9999_8__171___-8__171____3_21:00:00_1_cs__16_8__171___,22:44:18,22:44:18,par_8_06716,29,,,,
9999_8__171___-8__171____3_21:00:00_1_cs__16_8__171___,22:45:26,22:45:26,par_8_06717,30,,,,
9999_8__171___-8__171____3_21:00:00_1_cs__16_8__171___,22:46:00,22:46:00,par_8_06718,31,,,,
9999_8__171___-8__171____1_07:00:00_1_d.__2_8__171___,08:00:00,08:00:00,par_8_18074,0,,,,
9999_8__171___-8__171____1_07:00:00_1_d.__2_8__171___,08:01:33,08:01:33,par_8_3253,1,,,,
9999_8__171___-8__171____1_07:00:00_1_d.__2_8__171___,08:04:17,08:04:17,par_8_3261,2,,,,
9999_8__171___-8__171____1_07:00:00_1_d.__2_8__171___,08:04:53,08:04:53,par_8_06686,3,,,,
9999_8__171___-8__171____1_07:00:00_1_d.__2_8__171___,08:05:21,08:05:21,par_8_06687,4,,,,
9999_8__171___-8__171____1_07:00:00_1_d.__2_8__171___,08:07:54,08:07:54,par_8_06689,5,,,,
9999_8__171___-8__171____1_07:00:00_1_d.__2_8__171___,08:19:09,08:19:09,par_8_06697,6,,,,
9999_8__171___-8__171____1_07:00:00_1_d.__2_8__171___,08:20:06,08:20:06,par_8_06698,7,,,,
9999_8__171___-8__171____1_07:00:00_1_d.__2_8__171___,08:21:50,08:21:50,par_8_06700,8,,,,
9999_8__171___-8__171____1_07:00:00_1_d.__2_8__171___,08:24:02,08:24:02,par_8_12841,9,,,,
9999_8__171___-8__171____1_07:00:00_1_d.__2_8__171___,08:25:00,08:25:00,par_8_06709,10,,,,
9999_8__171___-8__171____1_08:50:00_1_-__12_8__171___,09:50:00,09:50:00,par_8_18074,0,,,,
9999_8__171___-8__171____1_08:50:00_1_-__12_8__171___,09:52:15,09:52:15,par_8_3253,1,,,,
9999_8__171___-8__171____1_08:50:00_1_-__12_8__171___,09:56:13,09:56:13,par_8_3261,2,,,,
9999_8__171___-8__171____1_08:50:00_1_-__12_8__171___,09:57:05,09:57:05,par_8_06686,3,,,,
9999_8__171___-8__171____1_08:50:00_1_-__12_8__171___,09:57:46,09:57:46,par_8_06687,4,,,,
9999_8__171___-8__171____1_08:50:00_1_-__12_8__171___,10:01:28,10:01:28,par_8_06689,5,,,,
9999_8__171___-8__171____1_08:50:00_1_-__12_8__171___,10:04:35,10:04:35,par_8_06691,6,,,,
9999_8__171___-8__171____1_08:50:00_1_-__12_8__171___,10:05:13,10:05:13,par_8_06692,7,,,,
9999_8__171___-8__171____1_08:50:00_1_-__12_8__171___,10:07:47,10:07:47,par_8_15392,8,,,,
9999_8__171___-8__171____1_08:50:00_1_-__12_8__171___,10:08:16,10:08:16,par_8_12820,9,,,,
9999_8__171___-8__171____1_08:50:00_1_-__12_8__171___,10:08:45,10:08:45,par_8_12217,10,,,,
9999_8__171___-8__171____1_08:50:00_1_-__12_8__171___,10:09:20,10:09:20,par_8_12218,11,,,,
9999_8__171___-8__171____1_08:50:00_1_-__12_8__171___,10:10:21,10:10:21,par_8_12421,12,,,,
9999_8__171___-8__171____1_08:50:00_1_-__12_8__171___,10:11:00,10:11:00,par_8_11402,13,,,,
9999_8__171___-8__171____1_08:50:00_1_-__12_8__171___,10:11:38,10:11:38,par_8_17474,14,,,,
9999_8__171___-8__171____1_08:50:00_1_-__12_8__171___,10:13:09,10:13:09,par_8_16437,15,,,,
9999_8__171___-8__171____1_08:50:00_1_-__12_8__171___,10:13:49,10:13:49,par_8_06694,16,,,,
9999_8__171___-8__171____1_08:50:00_1_-__12_8__171___,10:15:35,10:15:35,par_8_06695,17,,,,
9999_8__171___-8__171____1_08:50:00_1_-__12_8__171___,10:18:31,10:18:31,par_8_06697,18,,,,
9999_8__171___-8__171____1_08:50:00_1_-__12_8__171___,10:19:55,10:19:55,par_8_06698,19,,,,
9999_8__171___-8__171____1_08:50:00_1_-__12_8__171___,10:22:24,10:22:24,par_8_06700,20,,,,
9999_8__171___-8__171____1_08:50:00_1_-__12_8__171___,10:25:37,10:25:37,par_8_12841,21,,,,
9999_8__171___-8__171____1_08:50:00_1_-__12_8__171___,10:27:00,10:27:00,par_8_06709,22,,,,
9999_8__171___-8__171____1_10:55:00_1_-__20_8__171___,11:55:00,11:55:00,par_8_18074,0,,,,
9999_8__171___-8__171____1_10:55:00_1_-__20_8__171___,11:57:15,11:57:15,par_8_3253,1,,,,
9999_8__171___-8__171____1_10:55:00_1_-__20_8__171___,12:01:13,12:01:13,par_8_3261,2,,,,
9999_8__171___-8__171____1_10:55:00_1_-__20_8__171___,12:02:05,12:02:05,par_8_06686,3,,,,
9999_8__171___-8__171____1_10:55:00_1_-__20_8__171___,12:02:46,12:02:46,par_8_06687,4,,,,
9999_8__171___-8__171____1_10:55:00_1_-__20_8__171___,12:06:28,12:06:28,par_8_06689,5,,,,
9999_8__171___-8__171____1_10:55:00_1_-__20_8__171___,12:09:35,12:09:35,par_8_06691,6,,,,
9999_8__171___-8__171____1_10:55:00_1_-__20_8__171___,12:10:13,12:10:13,par_8_06692,7,,,,
9999_8__171___-8__171____1_10:55:00_1_-__20_8__171___,12:12:47,12:12:47,par_8_15392,8,,,,
9999_8__171___-8__171____1_10:55:00_1_-__20_8__171___,12:13:16,12:13:16,par_8_12820,9,,,,
