route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
8__571___,87681_8__571___,87681_8__571___-899121,AV.LAS ÁGUILAS-ALUCHE,571 MADRID (Aluche),1,,8__571____2_-_IT_1,0
8__571___,87681_8__571___,87681_8__571___-899122,AV.MONTE SEGOVIA-MONTE GUADALUPE,571 BOADILLA (por urb. Montepríncipe),0,,8__571____1_-_IT_1,0
8__571___,87681_8__571___,87681_8__571___-899123,AV.LAS ÁGUILAS-ALUCHE,571 MADRID (Aluche),1,,8__571____2_-_IT_1,0
8__571___,87681_8__571___,87681_8__571___-899124,AV.MONTE SEGOVIA-MONTE GUADALUPE,571 BOADILLA (por urb. Montepríncipe),0,,8__571____1_-_IT_1,0
8__571___,87681_8__571___,87681_8__571___-899125,AV.LAS ÁGUILAS-ALUCHE,571 MADRID (Aluche),1,,8__571____2_-_IT_1,0
8__571___,87681_8__571___,87681_8__571___-899126,AV.MONTE SEGOVIA-MONTE GUADALUPE,571 BOADILLA (por urb. Montepríncipe),0,,8__571____1_-_IT_1,0
8__571___,87681_8__571___,87681_8__571___-899127,AV.LAS ÁGUILAS-ALUCHE,571 MADRID (Aluche),1,,8__571____2_-_IT_1,0
8__571___,87681_8__571___,87681_8__571___-899128,AV.MONTE SEGOVIA-MONTE GUADALUPE,571 BOADILLA (por urb. Montepríncipe),0,,8__571____1_-_IT_1,0
8__571___,87681_8__571___,87681_8__571___-899129,AV.LAS ÁGUILAS-ALUCHE,571 MADRID (Aluche),1,,8__571____2_-_IT_1,0
8__571___,87681_8__571___,87681_8__571___-899294,AV.MONTE SEGOVIA-MONTE GUADALUPE,571 BOADILLA (por urb. Montepríncipe),0,,8__571____1_-_IT_1,0
8__571___,87682_8__571___,87682_8__571___-899255,AV.LAS ÁGUILAS-ALUCHE,571 MADRID (Aluche),1,,8__571____2_-_IT_1,0
8__571___,87682_8__571___,87682_8__571___-899256,AV.MONTE SEGOVIA-MONTE GUADALUPE,571 BOADILLA (por urb. Montepríncipe),0,,8__571____1_-_IT_1,0
8__571___,87682_8__571___,87682_8__571___-899257,AV.LAS ÁGUILAS-ALUCHE,571 MADRID (Aluche),1,,8__571____2_-_IT_1,0
8__571___,87682_8__571___,87682_8__571___-899258,AV.MONTE SEGOVIA-MONTE GUADALUPE,571 BOADILLA (por urb. Montepríncipe),0,,8__571____1_-_IT_1,0
