service_id,date,exception_type
87082_8__571___,20241031,2
87083_8__571___,20241031,2
87084_8__571___,20241031,2
87085_8__571___,20241031,2
87086_8__571___,20241031,2
87087_8__571___,20241031,2
87088_8__571___,20241031,2
87089_8__571___,20241031,2
87090_8__571___,20241031,2
87091_8__571___,20241031,2
87092_8__571___,20241031,2
87093_8__571___,20241031,2
87094_8__571___,20241031,2
86498_8__571___,20241109,2
86499_8__571___,20241109,2
86500_8__571___,20241109,2
86501_8__571___,20241109,2
87066_8__572___,20241031,2
87095_8__572___,20241031,2
87096_8__572___,20241031,2
87097_8__572___,20241031,2
86502_8__572___,20241109,2
86503_8__572___,20241109,2
87098_8__573___,20241031,2
87099_8__573___,20241031,2
87100_8__573___,20241031,2
87101_8__573___,20241031,2
87102_8__573___,20241031,2
87103_8__573___,20241031,2
87104_8__573___,20241031,2
87105_8__573___,20241031,2
87106_8__573___,20241031,2
87107_8__573___,20241031,2
87108_8__573___,20241031,2
87109_8__573___,20241031,2
87110_8__573___,20241031,2
87111_8__573___,20241031,2
87112_8__573___,20241031,2
87113_8__573___,20241031,2
86504_8__573___,20241109,2
86505_8__573___,20241109,2
86506_8__573___,20241109,2
86507_8__573___,20241109,2
86508_8__573___,20241109,2
86509_8__573___,20241109,2
86510_8__573___,20241109,2
86511_8__573___,20241109,2
86512_8__573___,20241109,2
86513_8__573___,20241109,2
86514_8__573___,20241109,2
87067_8__574___,20241031,2
87077_8__574___,20241031,2
87097_8__574___,20241031,2
87114_8__574___,20241031,2
87115_8__574___,20241031,2
87116_8__574___,20241031,2
87117_8__574___,20241031,2
87118_8__574___,20241031,2
87119_8__574___,20241031,2
87120_8__574___,20241031,2
87121_8__574___,20241031,2
87122_8__574___,20241031,2
87123_8__574___,20241031,2
87124_8__574___,20241031,2
87125_8__574___,20241031,2
87126_8__574___,20241031,2
87127_8__574___,20241031,2
87128_8__574___,20241031,2
87129_8__574___,20241031,2
87130_8__574___,20241031,2
87131_8__574___,20241031,2
87132_8__574___,20241031,2
87133_8__574___,20241031,2
87134_8__574___,20241031,2
87135_8__574___,20241031,2
87136_8__574___,20241031,2
87137_8__574___,20241031,2
87138_8__574___,20241031,2
87139_8__574___,20241031,2
87140_8__574___,20241031,2
86515_8__574___,20241109,2
86516_8__574___,20241109,2
86517_8__574___,20241109,2
86518_8__574___,20241109,2
87141_8__575___,20241031,2
87142_8__575___,20241031,2
87143_8__575___,20241031,2
87144_8__575___,20241031,2
86519_8__575___,20241109,2
86520_8__575___,20241109,2
87120_8__591___,20241031,2
87145_8__591___,20241031,2
87146_8__591___,20241031,2
87147_8__591___,20241031,2
87148_8__591___,20241031,2
87112_8__865___,20241031,2
87113_8__865___,20241031,2
87149_8__865___,20241031,2
87109_8_N_905___,20241031,2
87111_8_N_905___,20241031,2
86512_8_N_905___,20241109,2
86513_8_N_905___,20241109,2
86514_8_N_905___,20241109,2
87063_9__1__022_,20241031,2
87064_9__1__022_,20241031,2
87065_9__1__022_,20241031,2
87066_9__1__022_,20241031,2
87067_9__1__022_,20241031,2
87068_9__1__022_,20241031,2
87069_9__1__022_,20241031,2
87070_9__1__022_,20241031,2
87071_9__1__022_,20241031,2
86490_9__1__022_,20241109,2
86491_9__1__022_,20241109,2
86492_9__1__022_,20241109,2
86493_9__1__022_,20241109,2
87065_9__2__022_,20241031,2
87068_9__2__022_,20241031,2
87072_9__2__022_,20241031,2
87073_9__2__022_,20241031,2
87074_9__2__022_,20241031,2
86494_9__2__022_,20241109,2
86495_9__2__022_,20241109,2
87073_9__3__022_,20241031,2
87075_9__3__022_,20241031,2
87076_9__3__022_,20241031,2
87077_9__3__022_,20241031,2
87078_9__3__022_,20241031,2
86494_9__3__022_,20241109,2
86496_9__3__022_,20241109,2
86497_9__3__022_,20241109,2
87073_9__4__022_,20241031,2
87079_9__4__022_,20241031,2
87080_9__4__022_,20241031,2
87081_9__4__022_,20241031,2
86490_9__4__022_,20241109,2
86491_9__4__022_,20241109,2
86492_9__4__022_,20241109,2
86493_9__4__022_,20241109,2
