service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
87681_8__571___,0,0,0,0,0,0,1,20241027,20241027
87682_8__571___,0,0,0,0,0,0,1,20241027,20241027
87683_8__571___,0,0,0,0,0,0,1,20241027,20241027
87684_8__571___,0,0,0,0,0,0,1,20241027,20241027
87714_8__571___,1,0,0,0,0,0,0,20241028,20241028
87715_8__571___,1,0,0,0,0,0,0,20241028,20241028
87716_8__571___,1,0,0,0,0,0,0,20241028,20241028
87717_8__571___,1,0,0,0,0,0,0,20241028,20241028
87718_8__571___,1,0,0,0,0,0,0,20241028,20241028
87719_8__571___,1,0,0,0,0,0,0,20241028,20241028
87720_8__571___,1,0,0,0,0,0,0,20241028,20241028
87721_8__571___,1,0,0,0,0,0,0,20241028,20241028
87722_8__571___,1,0,0,0,0,0,0,20241028,20241028
87723_8__571___,1,0,0,0,0,0,0,20241028,20241028
87724_8__571___,1,0,0,0,0,0,0,20241028,20241028
87082_8__571___,1,1,1,1,0,0,0,20241029,20251127
87083_8__571___,1,1,1,1,0,0,0,20241029,20251127
87084_8__571___,1,1,1,1,0,0,0,20241029,20251127
87085_8__571___,1,1,1,1,0,0,0,20241029,20251127
87086_8__571___,1,1,1,1,0,0,0,20241029,20251127
87087_8__571___,1,1,1,1,0,0,0,20241029,20251127
87088_8__571___,1,1,1,1,0,0,0,20241029,20251127
87089_8__571___,1,1,1,1,0,0,0,20241029,20251127
87090_8__571___,1,1,1,1,0,0,0,20241029,20251127
87091_8__571___,1,1,1,1,0,0,0,20241029,20251127
87092_8__571___,1,1,1,1,0,0,0,20241029,20251127
87093_8__571___,1,1,1,1,0,0,0,20241029,20251127
87094_8__571___,1,1,1,1,0,0,0,20241029,20251127
87605_8__571___,0,0,0,1,0,0,0,20241031,20241031
87606_8__571___,0,0,0,1,0,0,0,20241031,20241031
87607_8__571___,0,0,0,1,0,0,0,20241031,20241031
87608_8__571___,0,0,0,1,0,0,0,20241031,20241031
87609_8__571___,0,0,0,1,0,0,0,20241031,20241031
87610_8__571___,0,0,0,1,0,0,0,20241031,20241031
87611_8__571___,0,0,0,1,0,0,0,20241031,20241031
87612_8__571___,0,0,0,1,0,0,0,20241031,20241031
87613_8__571___,0,0,0,1,0,0,0,20241031,20241031
87614_8__571___,0,0,0,1,0,0,0,20241031,20241031
87615_8__571___,0,0,0,1,0,0,0,20241031,20241031
87616_8__571___,0,0,0,1,0,0,0,20241031,20241031
87617_8__571___,0,0,0,1,0,0,0,20241031,20241031
86782_8__571___,0,0,0,0,1,0,0,20241101,20241101
86783_8__571___,0,0,0,0,1,0,0,20241101,20241101
86784_8__571___,0,0,0,0,1,0,0,20241101,20241101
86785_8__571___,0,0,0,0,1,0,0,20241101,20241101
86498_8__571___,0,0,0,0,0,1,0,20241102,20251123
86499_8__571___,0,0,0,0,0,1,0,20241102,20251123
86500_8__571___,0,0,0,0,0,1,0,20241102,20251123
86501_8__571___,0,0,0,0,0,1,0,20241102,20251123
87685_8__572___,0,0,0,0,0,0,1,20241027,20241027
87686_8__572___,0,0,0,0,0,0,1,20241027,20241027
87725_8__572___,1,0,0,0,0,0,0,20241028,20241028
87726_8__572___,1,0,0,0,0,0,0,20241028,20241028
87727_8__572___,1,0,0,0,0,0,0,20241028,20241028
87066_8__572___,1,1,1,1,0,0,0,20241029,20251127
87095_8__572___,1,1,1,1,0,0,0,20241029,20251127
87096_8__572___,1,1,1,1,0,0,0,20241029,20251127
87097_8__572___,1,1,1,1,0,0,0,20241029,20251127
87588_8__572___,0,0,0,1,0,0,0,20241031,20241031
87618_8__572___,0,0,0,1,0,0,0,20241031,20241031
87619_8__572___,0,0,0,1,0,0,0,20241031,20241031
87620_8__572___,0,0,0,1,0,0,0,20241031,20241031
86786_8__572___,0,0,0,0,1,0,0,20241101,20241101
86787_8__572___,0,0,0,0,1,0,0,20241101,20241101
86502_8__572___,0,0,0,0,0,1,0,20241102,20251123
