service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
9999_8__191___,1,1,1,1,1,1,1,20241027,20251127
9999_8__191_A__,1,1,1,1,1,1,1,20241027,20251127
9999_8__191_B__,1,1,1,1,1,1,1,20241027,20251127
9999_8__191_C__,1,1,1,1,1,1,1,20241027,20251127
9999_8__191_D__,1,1,1,1,1,1,1,20241027,20251127
9999_8__191_E__,1,1,1,1,1,1,1,20241027,20251127
9999_8__193___,1,1,1,1,1,1,1,20241027,20251127
9999_8__193_A__,1,1,1,1,1,1,1,20241027,20251127
9999_8__194___,1,1,1,1,1,1,1,20241027,20251127
9999_8__194_A__,1,1,1,1,1,1,1,20241027,20251127
9999_8__195___,1,1,1,1,1,1,1,20241027,20251127
9999_8__195_A__,1,1,1,1,1,1,1,20241027,20251127
9999_8__195_B__,1,1,1,1,1,1,1,20241027,20251127
9999_8__196___,0,0,0,0,1,1,1,20241027,20251124
9999_8__197___,1,1,1,1,1,1,1,20241027,20251127
9999_8__197_A__,1,1,1,1,1,1,1,20241027,20251127
9999_8__197_B__,1,1,1,1,1,1,1,20241027,20251127
9999_8__197_C__,1,1,1,1,1,1,1,20241027,20251127
9999_8__197_D__,1,1,1,1,1,1,1,20241027,20251127
9999_8__197_E__,1,1,1,1,1,1,1,20241027,20251127
9999_8__199_A__,0,0,0,0,1,1,1,20241027,20251124
9999_8__210___,1,1,1,1,1,1,1,20241027,20251127
9999_8__211___,1,1,1,1,1,1,1,20241027,20251127
9999_8__212___,1,1,1,1,1,1,1,20241027,20251127
9999_8__213___,1,1,1,1,1,1,1,20241027,20251127
9999_8__215___,1,1,1,1,1,1,1,20241027,20251127
9999_8__220___,1,1,1,1,1,0,0,20241028,20251127
9999_8__222___,1,1,1,1,1,0,0,20241028,20251127
9999_8__223___,1,1,1,1,1,1,1,20241027,20251127
9999_8__224___,1,1,1,1,1,1,1,20241027,20251127
9999_8__224_A__,1,1,1,1,1,1,1,20241027,20251127
9999_8__226___,1,1,1,1,1,1,1,20241027,20251127
9999_8__227___,1,1,1,1,1,1,1,20241027,20251127
9999_8__229___,1,1,1,1,1,1,1,20241027,20251127
9999_8__231___,1,1,1,1,1,0,0,20241028,20251127
9999_8__232___,1,1,1,1,1,1,1,20241027,20251127
9999_8__250___,1,1,1,1,1,1,1,20241027,20251127
9999_8__251___,1,1,1,1,1,1,1,20241027,20251127
9999_8__252___,1,1,1,1,1,1,1,20241027,20251127
9999_8__254___,1,1,1,1,1,0,0,20241028,20251127
9999_8__255___,1,1,1,1,1,1,1,20241027,20251127
9999_8__256___,1,1,1,1,1,1,1,20241027,20251127
9999_8__824___,1,1,1,1,1,1,1,20241027,20251127
9999_8__913___,1,1,1,1,1,1,1,20241027,20251127
9999_8__FS2___,0,0,0,0,1,1,1,20241027,20251124
9999_8_N_104___,1,1,1,1,1,1,1,20241027,20251127
9999_8_N_202___,1,1,1,1,1,1,1,20241027,20251127
9999_8_N_204___,1,1,1,1,1,1,1,20241027,20251127
9999_9__1__108_,1,1,1,1,1,0,0,20241028,20251127
9999_9__1__104_,1,1,1,1,1,1,1,20241027,20251127
9999_9__2__148_,1,1,1,1,1,1,1,20241027,20251127
9999_9__2__104_,1,1,1,1,1,0,0,20241028,20251127
9999_9__3__148_,1,1,1,1,1,1,1,20241027,20251127
9999_9__4__148_,1,1,1,1,1,1,1,20241027,20251127
9999_9__6__148_,1,1,1,1,1,1,1,20241027,20251127
9999_9__1_A_148_,1,1,1,1,1,1,1,20241027,20251127
9999_9__1_B_148_,1,1,1,1,1,1,1,20241027,20251127
9999_9__5_A_148_,1,1,1,1,1,1,1,20241027,20251127
9999_9__5_B_148_,1,1,1,1,1,1,1,20241027,20251127
